species_portuguese,species_english,species_sci,year,month,price_rs,production_kg,value_rs,origin
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,2,3.85,1456,5606,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,3,3.85,320,1232,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,6,3.85,4790,18442,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,7,3.85,12290,47317,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,8,3.85,17077,65746,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,9,3.85,13770,53015,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,10,3.85,18500,71225,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2016,11,3.85,1060,4081,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,1,3.85,1230,4736,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,5,3.85,20,77,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,6,3.5,10978,38423,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,7,5.29,2100,11109,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,8,5.29,7700,40733,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,11,5.29,300,1587,extraction
Serra,Atlantic spanish mackerel,Scomberomorus maculatus,2017,12,7.5,260,1950,extraction
Siri,Siri,Callinectes spp.,2016,2,18.42,373,6871,extraction
Siri,Siri,Callinectes spp.,2016,4,18.42,350,6447,extraction
Siri,Siri,Callinectes spp.,2016,5,18.42,30,553,extraction
Siri,Siri,Callinectes spp.,2016,6,18.42,440,8105,extraction
Siri,Siri,Callinectes spp.,2016,7,18.42,345,6355,extraction
Siri,Siri,Callinectes spp.,2016,8,18.42,224,4126,extraction
Siri,Siri,Callinectes spp.,2016,9,18.42,10,184,extraction
Siri,Siri,Callinectes spp.,2016,10,18.42,100,1842,extraction
Siri,Siri,Callinectes spp.,2016,11,18.42,432,7957,extraction
Siri,Siri,Callinectes spp.,2016,12,18.42,519,9560,extraction
Siri,Siri,Callinectes spp.,2017,1,18.42,1190,21920,extraction
Siri,Siri,Callinectes spp.,2017,2,18.42,544,10020,extraction
Siri,Siri,Callinectes spp.,2017,3,18.42,610,11236,extraction
Siri,Siri,Callinectes spp.,2017,4,18.42,52,958,extraction
Siri,Siri,Callinectes spp.,2017,5,18.42,1693,31185,extraction
Siri,Siri,Callinectes spp.,2017,6,7.94,1147,9107,extraction
Siri,Siri,Callinectes spp.,2017,7,6.06,670,4060,extraction
Siri,Siri,Callinectes spp.,2017,8,6.06,260,1576,extraction
Siri,Siri,Callinectes spp.,2017,9,6.06,590,3575,extraction
Siri,Siri,Callinectes spp.,2017,10,6.06,1745,10575,extraction
Siri,Siri,Callinectes spp.,2017,11,6.06,108,654,extraction
Siri,Siri,Callinectes spp.,2017,12,6.06,292,1770,extraction
Sororoca,Sororoca,Scomberomorus,2016,1,10.5,9460,99330,extraction
Sororoca,Sororoca,Scomberomorus,2016,2,9.75,7733,75397,extraction
Sororoca,Sororoca,Scomberomorus,2016,3,9.47,4597,43534,extraction
Sororoca,Sororoca,Scomberomorus,2016,4,9.97,2290,22831,extraction
Sororoca,Sororoca,Scomberomorus,2016,5,10.27,4110,42210,extraction
Sororoca,Sororoca,Scomberomorus,2016,6,6.29,7865,49471,extraction
Sororoca,Sororoca,Scomberomorus,2016,7,6.12,19870,121604,extraction
Sororoca,Sororoca,Scomberomorus,2016,8,8.02,12493,100194,extraction
Sororoca,Sororoca,Scomberomorus,2016,9,9.87,2294,22642,extraction
Sororoca,Sororoca,Scomberomorus,2016,10,11.83,5536,65491,extraction
Sororoca,Sororoca,Scomberomorus,2016,11,9.84,20291,199663,extraction
Sororoca,Sororoca,Scomberomorus,2016,12,10.13,13090,132602,extraction
Sororoca,Sororoca,Scomberomorus,2017,1,8.75,21780,190575,extraction
Sororoca,Sororoca,Scomberomorus,2017,2,10.14,43060,436628,extraction
Sororoca,Sororoca,Scomberomorus,2017,3,10.25,44152,452558,extraction
Sororoca,Sororoca,Scomberomorus,2017,4,12,27707,332484,extraction
Sororoca,Sororoca,Scomberomorus,2017,5,11.39,23481,267449,extraction
Sororoca,Sororoca,Scomberomorus,2017,6,13.08,26657,348674,extraction
Sororoca,Sororoca,Scomberomorus,2017,7,9.14,8788,80322,extraction
Sororoca,Sororoca,Scomberomorus,2017,8,10.09,4900,49441,extraction
Sororoca,Sororoca,Scomberomorus,2017,9,11.17,1540,17202,extraction
Sororoca,Sororoca,Scomberomorus,2017,10,11,3479,38269,extraction
Sororoca,Sororoca,Scomberomorus,2017,11,11,2994,32934,extraction
Sororoca,Sororoca,Scomberomorus,2017,12,9.53,6268,59734,extraction
Tainha,Mullet,Mugil spp.,2016,1,7.84,62964,493638,extraction
Tainha,Mullet,Mugil spp.,2016,2,6.81,79319,540162,extraction
Tainha,Mullet,Mugil spp.,2016,3,7.42,171380,1271640,extraction
Tainha,Mullet,Mugil spp.,2016,4,5.73,55496,317992,extraction
Tainha,Mullet,Mugil spp.,2016,5,4.57,103515,473064,extraction
Tainha,Mullet,Mugil spp.,2016,6,4.49,130768,587148,extraction
Tainha,Mullet,Mugil spp.,2016,7,3.9,232728,907639,extraction
Tainha,Mullet,Mugil spp.,2016,8,4.69,164260,770379,extraction
Tainha,Mullet,Mugil spp.,2016,9,4.86,89030,432686,extraction
Tainha,Mullet,Mugil spp.,2016,10,5.29,48838,258353,extraction
Tainha,Mullet,Mugil spp.,2016,11,5.73,47123,270015,extraction
Tainha,Mullet,Mugil spp.,2016,12,6.83,49097,335333,extraction
Tainha,Mullet,Mugil spp.,2017,1,6.47,45402,293751,extraction
Tainha,Mullet,Mugil spp.,2017,2,9.44,42090,397330,extraction
Tainha,Mullet,Mugil spp.,2017,3,9.13,83210,759707,extraction
Tainha,Mullet,Mugil spp.,2017,4,8.33,134030,1116470,extraction
Tainha,Mullet,Mugil spp.,2017,5,6.85,42755,292872,extraction
Tainha,Mullet,Mugil spp.,2017,6,5.52,135603,748529,extraction
Tainha,Mullet,Mugil spp.,2017,7,5.97,61966,369937,extraction
Tainha,Mullet,Mugil spp.,2017,8,6.64,39643,263230,extraction
Tainha,Mullet,Mugil spp.,2017,9,7.2,31432,226310,extraction
Tainha,Mullet,Mugil spp.,2017,10,7.4,19555,144707,extraction
Tainha,Mullet,Mugil spp.,2017,11,8.21,20743,170300,extraction
Tainha,Mullet,Mugil spp.,2017,12,8.85,14734,130396,extraction
Tilapia,Tilapia,NA,2016,1,5.38,345132,1856810,aquaculture
Tilapia,Tilapia,NA,2016,2,5.47,338620,1852251,aquaculture
Tilapia,Tilapia,NA,2016,3,6.03,564559,3404291,aquaculture
Tilapia,Tilapia,NA,2016,4,5.8,334917,1942519,aquaculture
Tilapia,Tilapia,NA,2016,5,5.61,345013,1935523,aquaculture
Tilapia,Tilapia,NA,2016,6,6.03,300280,1810688,aquaculture
Tilapia,Tilapia,NA,2016,7,5.8,368751,2138756,aquaculture
Tilapia,Tilapia,NA,2016,8,5.76,402045,2315779,aquaculture
Tilapia,Tilapia,NA,2016,9,5.74,350152,2009872,aquaculture
Tilapia,Tilapia,NA,2016,10,5.77,314279,1813390,aquaculture
Tilapia,Tilapia,NA,2016,11,5.78,391327,2261870,aquaculture
Tilapia,Tilapia,NA,2016,12,5.94,343565,2040776,aquaculture
Tilapia,Tilapia,NA,2017,1,6.06,311802,1889520,aquaculture
Tilapia,Tilapia,NA,2017,2,6.54,341401,2232763,aquaculture
Tilapia,Tilapia,NA,2017,3,6.64,518344,3441804,aquaculture
Tilapia,Tilapia,NA,2017,4,7.04,512417,3607416,aquaculture
Tilapia,Tilapia,NA,2017,5,6.37,365420,2327725,aquaculture
Tilapia,Tilapia,NA,2017,6,6.66,372203,2478872,aquaculture
Tilapia,Tilapia,NA,2017,7,6.55,300050,1965328,aquaculture
Tilapia,Tilapia,NA,2017,8,6.27,331335,2077470,aquaculture
Tilapia,Tilapia,NA,2017,9,6.28,310658,1950932,aquaculture
Tilapia,Tilapia,NA,2017,10,6.3,343808,2165990,aquaculture
Tilapia,Tilapia,NA,2017,11,6.27,285780,1791841,aquaculture
Tilapia,Tilapia,NA,2017,12,6.28,244030,1532508,aquaculture
Traira,Traira,NA,2016,1,9.15,3520,32208,extraction
Traira,Traira,NA,2016,2,9.15,31880,291702,extraction
Traira,Traira,NA,2016,3,9.15,42460,388509,extraction
Traira,Traira,NA,2016,4,7.21,43322,312352,extraction
Traira,Traira,NA,2016,5,7.22,32749,236448,extraction
Traira,Traira,NA,2016,6,7.23,22613,163492,extraction
Traira,Traira,NA,2016,7,7.19,23641,169979,extraction
Traira,Traira,NA,2016,8,7.33,33110,242696,extraction
Traira,Traira,NA,2016,9,7.35,41075,301901,extraction
Traira,Traira,NA,2016,10,6.67,42990,286743,extraction
Traira,Traira,NA,2016,11,6.67,9234,61591,extraction
Traira,Traira,NA,2016,12,5,1980,9900,extraction
Traira,Traira,NA,2017,1,5,1000,5000,extraction
Traira,Traira,NA,2017,2,5,12200,61000,extraction
Traira,Traira,NA,2017,3,5,13280,66400,extraction
Traira,Traira,NA,2017,4,9.13,18800,171644,extraction
Traira,Traira,NA,2017,5,9.29,24081,223712,extraction
Traira,Traira,NA,2017,6,7.96,21074,167749,extraction
Traira,Traira,NA,2017,7,7.27,8921,64856,extraction
Traira,Traira,NA,2017,8,8.5,20284,172414,extraction
Traira,Traira,NA,2017,9,8.41,30900,259869,extraction
Traira,Traira,NA,2017,10,8.86,12964,114861,extraction
Traira,Traira,NA,2017,11,8.86,1370,12138,extraction
Traira,Traira,NA,2017,12,8.86,1900,16834,extraction
Truta,Truta,NA,2016,1,15.78,4680,73850,aquaculture
Truta,Truta,NA,2016,2,16.86,7440,125438,aquaculture
Truta,Truta,NA,2016,3,16.82,10200,171564,aquaculture
Truta,Truta,NA,2016,4,19.52,5355,104530,aquaculture
Truta,Truta,NA,2016,5,17.5,3560,62300,aquaculture
Truta,Truta,NA,2016,6,17.46,4608,80456,aquaculture
Truta,Truta,NA,2016,7,17.37,3177,55184,aquaculture
Truta,Truta,NA,2016,8,17.98,4774,85837,aquaculture
Truta,Truta,NA,2016,9,18.2,4220,76804,aquaculture
Truta,Truta,NA,2016,10,18.35,4371,80208,aquaculture
Truta,Truta,NA,2016,11,18.17,6766,122938,aquaculture
Truta,Truta,NA,2016,12,17.87,4592,82059,aquaculture
Truta,Truta,NA,2017,1,18.9,5095,96296,aquaculture
Truta,Truta,NA,2017,2,19.09,4247,81075,aquaculture
Truta,Truta,NA,2017,3,20.05,6385,128019,aquaculture
Truta,Truta,NA,2017,4,21.85,3590,78442,aquaculture
Truta,Truta,NA,2017,5,22.17,1450,32147,aquaculture
Truta,Truta,NA,2017,6,22.17,906,20086,aquaculture
Truta,Truta,NA,2017,7,20.18,2500,50450,aquaculture
Truta,Truta,NA,2017,8,21.14,4720,99781,aquaculture
Truta,Truta,NA,2017,9,20.55,4446,91365,aquaculture
Truta,Truta,NA,2017,10,21,5408,113568,aquaculture
Truta,Truta,NA,2017,11,20.67,4860,100456,aquaculture
Truta,Truta,NA,2017,12,19.38,4430,85853,aquaculture
Tucunare,Tucunare,NA,2016,1,11,50,550,extraction
Tucunare,Tucunare,NA,2016,2,11,200,2200,extraction
Tucunare,Tucunare,NA,2016,3,11,1620,17820,extraction
Tucunare,Tucunare,NA,2016,4,11,281,3091,extraction
Tucunare,Tucunare,NA,2016,5,11,1314,14454,extraction
Tucunare,Tucunare,NA,2016,6,11,440,4840,extraction
Tucunare,Tucunare,NA,2016,7,11,420,4620,extraction
Tucunare,Tucunare,NA,2016,8,11,160,1760,extraction
Tucunare,Tucunare,NA,2016,9,11,580,6380,extraction
Tucunare,Tucunare,NA,2016,10,11,900,9900,extraction
Tucunare,Tucunare,NA,2016,12,11,100,1100,extraction
Tucunare,Tucunare,NA,2017,1,11,200,2200,extraction
Tucunare,Tucunare,NA,2017,5,11,120,1320,extraction
Tucunare,Tucunare,NA,2017,6,11,180,1980,extraction
Tucunare,Tucunare,NA,2017,7,10,300,3000,extraction
Tucunare,Tucunare,NA,2017,8,10,340,3400,extraction
Tucunare,Tucunare,NA,2017,9,10,660,6600,extraction
Tucunare,Tucunare,NA,2017,10,10,20,200,extraction
Tucunare,Tucunare,NA,2017,11,10,1000,10000,extraction
