code,carac,description,month,year,value_uss,quantity_kg
30389,export,"Other fish, excluding livers and roes",12,2015,2991642,487811
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",12,2015,335550,18020
30389,export,"Other fish, excluding livers and roes",12,2015,2554195,747941
30572,export,"Heads, tails, and swim bladders of fish",12,2015,2012575,54484
30389,export,"Other fish, excluding livers and roes",12,2015,411444,171528
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,12,2015,737439,491625
30111,export,Freshwater ornamental fish,12,2015,1052583,8338
30389,export,"Other fish, excluding livers and roes",12,2015,417532,73296
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",12,2015,661805,125344
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",12,2015,593370,93539
30389,export,"Other fish, excluding livers and roes",12,2015,378947,209018
30289,export,"Other fish, excluding livers and roes",12,2015,387875,90501
30489,export,"Other fish fillets, frozen",12,2015,294388,32012
30382,export,"Skates (Rajidae), frozen",12,2015,458956,154500
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",12,2015,336600,42449
30617,export,"Other shrimps and prawns, frozen",12,2015,780516,62290
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,12,2015,826313,102157
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",12,2015,112347,11076
30571,export,Shark fins,12,2015,60125,2423
30489,export,"Other fish fillets, frozen",12,2015,900,68
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,12,2015,251093,30745
30119,export,Other live ornamental fish,12,2015,36607,406
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",12,2015,3946,690
30489,export,"Other fish fillets, frozen",12,2015,2102,159
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",12,2015,22834,3731
30819,export,"Sea cucumbers, in other forms",12,2015,340,170
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",12,2015,615250,74079
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",11,2015,4087108,126911
30389,export,"Other fish, excluding livers and roes",11,2015,2312986,377859
30389,export,"Other fish, excluding livers and roes",11,2015,2370379,899446
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",11,2015,687638,34770
30389,export,"Other fish, excluding livers and roes",11,2015,346291,142999
30572,export,"Heads, tails, and swim bladders of fish",11,2015,1524471,53073
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,11,2015,411557,274371
30342,export,Frozen yellowfin tunas Thunnus albacares,11,2015,2946,1225
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",11,2015,293180,54296
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,11,2015,384082,47744
30111,export,Freshwater ornamental fish,11,2015,1050902,11541
30289,export,"Other fish, excluding livers and roes",11,2015,379230,87001
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",11,2015,537958,101866
30382,export,"Skates (Rajidae), frozen",11,2015,85249,32270
30389,export,"Other fish, excluding livers and roes",11,2015,922082,468032
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",11,2015,348840,43989
30617,export,"Other shrimps and prawns, frozen",11,2015,420662,31440
30389,export,"Other fish, excluding livers and roes",11,2015,449379,77583
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,11,2015,80501,11823
30344,export,Frozen bigeye tunas Thunnus obesus,11,2015,12684,5274
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",11,2015,473991,56977
30119,export,Other live ornamental fish,11,2015,16215,195
30571,export,Shark fins,11,2015,41033,1172
30489,export,"Other fish fillets, frozen",11,2015,291449,35862
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",11,2015,27130,4433
30489,export,"Other fish fillets, frozen",11,2015,5828,428
30520,export,"Fish livers and roes, dried, smoked, salted or in brine",11,2015,7200,100
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",11,2015,88573,15015
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",10,2015,8096344,235364
30389,export,"Other fish, excluding livers and roes",10,2015,2591030,442137
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",10,2015,582264,27100
30389,export,"Other fish, excluding livers and roes",10,2015,307374,153827
30389,export,"Other fish, excluding livers and roes",10,2015,1925250,750635
30572,export,"Heads, tails, and swim bladders of fish",10,2015,1211432,42927
30289,export,"Other fish, excluding livers and roes",10,2015,380943,88110
30111,export,Freshwater ornamental fish,10,2015,843986,8663
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",10,2015,230827,43116
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",10,2015,102600,12944
30342,export,Frozen yellowfin tunas Thunnus albacares,10,2015,42672,26670
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",10,2015,645955,100402
30389,export,"Other fish, excluding livers and roes",10,2015,177521,27452
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,10,2015,470170,62926
30617,export,"Other shrimps and prawns, frozen",10,2015,1554591,118088
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,10,2015,65197,8996
30382,export,"Skates (Rajidae), frozen",10,2015,129456,41400
30571,export,Shark fins,10,2015,93262,3530
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",10,2015,94744,9003
30389,export,"Other fish, excluding livers and roes",10,2015,244944,89441
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",10,2015,345949,44294
30489,export,"Other fish fillets, frozen",10,2015,42720,3232
30119,export,Other live ornamental fish,10,2015,28348,272
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",10,2015,903,322
30489,export,"Other fish fillets, frozen",10,2015,481428,41542
30354,export,"Cavalinhas, frozen",10,2015,149,149
30489,export,"Other fish fillets, frozen",10,2015,4340,319
30479,export,"Other fish fillets, frozen",10,2015,3150,500
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",9,2015,8361081,239244
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",9,2015,1159203,54930
30389,export,"Other fish, excluding livers and roes",9,2015,2067973,355584
30389,export,"Other fish, excluding livers and roes",9,2015,1391943,581195
30572,export,"Heads, tails, and swim bladders of fish",9,2015,2412418,43065
30389,export,"Other fish, excluding livers and roes",9,2015,391813,235677
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",9,2015,687655,93384
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",9,2015,423217,71586
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",9,2015,48600,6129
30617,export,"Other shrimps and prawns, frozen",9,2015,829850,61944
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,9,2015,379919,45303
30111,export,Freshwater ornamental fish,9,2015,779411,6167
30289,export,"Other fish, excluding livers and roes",9,2015,378610,86360
30389,export,"Other fish, excluding livers and roes",9,2015,319657,170061
30389,export,"Other fish, excluding livers and roes",9,2015,203947,32649
30489,export,"Other fish fillets, frozen",9,2015,23103,1925
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,9,2015,50394,6671
30342,export,Frozen yellowfin tunas Thunnus albacares,9,2015,3793,1405
30382,export,"Skates (Rajidae), frozen",9,2015,554748,185410
30571,export,Shark fins,9,2015,41252,1197
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",9,2015,30074,4914
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",9,2015,154158,86640
30344,export,Frozen bigeye tunas Thunnus obesus,9,2015,20853,8169
30119,export,Other live ornamental fish,9,2015,27177,308
30489,export,"Other fish fillets, frozen",9,2015,1612,118
30489,export,"Other fish fillets, frozen",9,2015,163788,33484
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",9,2015,240824,28125
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",8,2015,8222882,235335
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",8,2015,332034,13610
30389,export,"Other fish, excluding livers and roes",8,2015,980813,413229
30389,export,"Other fish, excluding livers and roes",8,2015,2489805,418876
30572,export,"Heads, tails, and swim bladders of fish",8,2015,769192,31484
30389,export,"Other fish, excluding livers and roes",8,2015,283875,132123
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",8,2015,662692,80421
30389,export,"Other fish, excluding livers and roes",8,2015,224439,37029
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",8,2015,564247,99426
30111,export,Freshwater ornamental fish,8,2015,1420072,7249
30289,export,"Other fish, excluding livers and roes",8,2015,296855,72007
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",8,2015,54000,6810
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,8,2015,221734,28815
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,8,2015,71974,9381
30389,export,"Other fish, excluding livers and roes",8,2015,318920,194000
30489,export,"Other fish fillets, frozen",8,2015,95973,9718
30382,export,"Skates (Rajidae), frozen",8,2015,266040,84440
30357,export,"Swordfish (xiphias galdius), frozen",8,2015,53723,12347
30571,export,Shark fins,8,2015,77284,2606
30489,export,"Other fish fillets, frozen",8,2015,164819,25034
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",8,2015,34859,5696
30119,export,Other live ornamental fish,8,2015,39497,425
30489,export,"Other fish fillets, frozen",8,2015,4092,301
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",8,2015,103067,13605
30459,export,"Other fish fillets, fresh or chilled",8,2015,37,6
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",7,2015,77418,13417
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,7,2015,705150,441583
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",7,2015,6445,1053
30489,export,"Other fish fillets, frozen",7,2015,3844,282
30289,export,"Other fish, excluding livers and roes",7,2015,2230,450
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",5,2015,218480,6186
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",5,2015,84345,8010
30489,export,"Other fish fillets, frozen",5,2015,10320,781
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",5,2015,121702,15925
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",4,2015,20400,543
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",4,2015,74870,26100
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",3,2015,88223,42020
30344,export,Frozen bigeye tunas Thunnus obesus,3,2015,6186,2558
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",3,2015,113101,9070
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,2,2015,2192189,1043899
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",2,2015,86090,14550
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,1,2015,2537915,1208531
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",12,2015,111996,17926
30389,export,"Other fish, excluding livers and roes",12,2015,4787,1000
30432,export,"Catfish fillet (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), fresh or chilled",12,2015,945,225
30389,export,"Other fish, excluding livers and roes",12,2015,4302,1000
30479,export,"Other fish fillets, frozen",12,2015,13189,1642
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",12,2015,45618,23880
30390,export,"Livers and roes of fish, frozen",11,2015,111852,23080
30357,export,"Swordfish (xiphias galdius), frozen",11,2015,139664,29317
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",11,2015,1398,355
30390,export,"Livers and roes of fish, frozen",10,2015,123819,23160
30617,export,"Other shrimps and prawns, frozen",10,2015,214568,48000
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",10,2015,103227,17474
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",10,2015,37798,6176
30279,export,"Nile perch, snakehead, fresh or chilled",10,2015,4815,1027
30390,export,"Livers and roes of fish, frozen",9,2015,736607,39500
30390,export,"Livers and roes of fish, frozen",8,2015,953992,73754
30617,export,"Other shrimps and prawns, frozen",8,2015,177560,15120
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",8,2015,366560,42565
30390,export,"Livers and roes of fish, frozen",7,2015,2749294,185036
30617,export,"Other shrimps and prawns, frozen",7,2015,146792,12510
30615,export,Norway lobster (Nephrops norvegicus),7,2015,3723,154
30389,export,"Other fish, excluding livers and roes",7,2015,11528,12809
30559,export,"Dried fish, salted, not smoked (excl. cod and other fillets)",7,2015,65,20
30390,export,"Livers and roes of fish, frozen",6,2015,1406438,221385
30390,export,"Livers and roes of fish, frozen",5,2015,528989,97488
30489,export,"Other fish fillets, frozen",5,2015,5670,410
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",4,2015,118628,11722
30357,export,"Swordfish (xiphias galdius), frozen",3,2015,130123,31987
30617,export,"Other shrimps and prawns, frozen",3,2015,114152,20000
30390,export,"Livers and roes of fish, frozen",3,2015,395310,71330
30479,export,"Other fish fillets, frozen",3,2015,9891,1570
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",2,2015,109641,10701
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",2,2015,49500,5000
30244,export,"Mackerel, fresh or chilled",2,2015,6703,965
30617,export,"Other shrimps and prawns, frozen",1,2015,107846,8780
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",1,2015,93285,15908
30616,export,"Cold water shrimps and prawns (Pandalus spp., Crangon crangon), frozen",12,2015,229150,48000
30289,export,"Other fish, excluding livers and roes",12,2015,2055,500
30449,export,"Other fish fillets, fresh or chilled",12,2015,168,23
30617,export,"Other shrimps and prawns, frozen",11,2015,139527,18276
30759,export,"Octopus Octopus spp., frozen, dried, salted or in brine, with or without shell",11,2015,16290,2773
30369,export,"Other specific fish families, except livers, eggs and semen",11,2015,6514,3600
30389,export,"Other fish, excluding livers and roes",11,2015,6328,3000
30279,export,"Nile perch, snakehead, fresh or chilled",11,2015,2253,572
30353,export,"Sardines, frozen",11,2015,364,450
30290,export,"Livers and roes of fish, fresh or chilled",11,2015,300,60
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,10,2015,87091,54432
30341,export,Frozen albacore or longfinned tunas Thunnus alalunga,10,2015,35763,22352
30389,export,"Other fish, excluding livers and roes",10,2015,9797,6998
30389,export,"Other fish, excluding livers and roes",10,2015,1739,1933
30617,export,"Other shrimps and prawns, frozen",9,2015,139792,11544
30357,export,"Swordfish (xiphias galdius), frozen",9,2015,135231,27184
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",9,2015,95931,9187
30389,export,"Other fish, excluding livers and roes",9,2015,56142,9120
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,9,2015,53900,24500
30445,export,Fillets and other meat of swordfish (Xyphias gladius),9,2015,3939,470
30449,export,"Other fish fillets, fresh or chilled",9,2015,3599,300
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,8,2015,1368862,847898
30617,export,"Other shrimps and prawns, frozen",8,2015,509137,43322
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",8,2015,127942,12015
30759,export,"Octopus Octopus spp., frozen, dried, salted or in brine, with or without shell",8,2015,32985,6500
30332,export,Frozen plaice Pleuronectes platessa,8,2015,4260,444
30363,export,"bacalhau-do-atlantico e bacalhau-do-pacifico, congelado",7,2015,53825,6474
30389,export,"Other fish, excluding livers and roes",7,2015,5272,3766
30510,export,"Flours, meals and pellets of fish, fit for human consumption",7,2015,1086,20
30719,export,Other live oysters,7,2015,49,10
30389,export,"Other fish, excluding livers and roes",7,2015,12,12
30389,export,"Other fish, excluding livers and roes",7,2015,3,3
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",6,2015,146662,68480
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",6,2015,117070,10841
30627,export,"Other prawns, not frozen",6,2015,8416,1368
30389,export,"Other fish, excluding livers and roes",6,2015,2349,500
30616,export,"Cold water shrimps and prawns (Pandalus spp., Crangon crangon), frozen",6,2015,23,5
30341,export,Frozen albacore or longfinned tunas Thunnus alalunga,5,2015,53498,27435
30449,export,"Other fish fillets, fresh or chilled",5,2015,399,45
30389,export,"Other fish, excluding livers and roes",5,2015,312,47
30390,export,"Livers and roes of fish, frozen",4,2015,136920,24450
30354,export,"Cavalinhas, frozen",4,2015,7281,10860
30289,export,"Other fish, excluding livers and roes",3,2015,83,15
30245,export,"Mackerel (trachurus spp.), fresh or chilled",2,2015,149725,9425
30341,export,Frozen albacore or longfinned tunas Thunnus alalunga,2,2015,56925,27107
30483,export,"Flatfish fillets, frozen",2,2015,12950,1000
30357,export,"Swordfish (xiphias galdius), frozen",1,2015,108376,24865
30341,export,Frozen albacore or longfinned tunas Thunnus alalunga,1,2015,586,225
30559,export,"Dried fish, salted, not smoked (excl. cod and other fillets)",1,2015,328,20
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",7,2016,7250516,233772
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",7,2016,4724319,241740
30389,export,"Other fish, excluding livers and roes",7,2016,3262194,565343
30389,export,"Other fish, excluding livers and roes",7,2016,1305658,470861
30572,export,"Heads, tails, and swim bladders of fish",7,2016,2362707,48707
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",7,2016,783115,123710
30289,export,"Other fish, excluding livers and roes",7,2016,392530,84623
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",7,2016,736615,103194
30389,export,"Other fish, excluding livers and roes",7,2016,360444,166076
30111,export,Freshwater ornamental fish,7,2016,449324,3074
30617,export,"Other shrimps and prawns, frozen",7,2016,532167,46800
30571,export,Shark fins,7,2016,86300,2417
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,7,2016,398585,45577
30382,export,"Skates (Rajidae), frozen",7,2016,555887,184880
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,7,2016,290578,34025
30357,export,"Swordfish (xiphias galdius), frozen",7,2016,155637,30432
30342,export,Frozen yellowfin tunas Thunnus albacares,7,2016,167455,84110
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",7,2016,703241,96685
30489,export,"Other fish fillets, frozen",7,2016,79809,6365
30389,export,"Other fish, excluding livers and roes",7,2016,323509,54182
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",7,2016,209568,33485
30389,export,"Other fish, excluding livers and roes",7,2016,446812,250280
30489,export,"Other fish fillets, frozen",7,2016,139491,17386
30231,export,Fresh or chilled albacore or longfinned tunas Thunnus alalunga,7,2016,3790,1895
30119,export,Other live ornamental fish,7,2016,28031,310
30344,export,Frozen bigeye tunas Thunnus obesus,7,2016,9867,3927
30281,export,"Dogfish and other sharks, fresh or chilled",7,2016,4788,2394
30520,export,"Fish livers and roes, dried, smoked, salted or in brine",7,2016,4000,40
30389,export,"Other fish, excluding livers and roes",6,2016,4181473,716882
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",6,2016,6461580,217836
30389,export,"Other fish, excluding livers and roes",6,2016,1092589,349103
30572,export,"Heads, tails, and swim bladders of fish",6,2016,1877734,43760
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",6,2016,731639,114726
30289,export,"Other fish, excluding livers and roes",6,2016,408438,97454
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",6,2016,1036445,52430
30389,export,"Other fish, excluding livers and roes",6,2016,341189,175550
30617,export,"Other shrimps and prawns, frozen",6,2016,955755,93600
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",6,2016,811627,117347
30382,export,"Skates (Rajidae), frozen",6,2016,196221,67000
30111,export,Freshwater ornamental fish,6,2016,459720,4576
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,6,2016,650625,407490
30489,export,"Other fish fillets, frozen",6,2016,42495,3161
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,6,2016,194239,22953
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,6,2016,267965,31554
30571,export,Shark fins,6,2016,45111,1311
30389,export,"Other fish, excluding livers and roes",6,2016,622338,358237
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",6,2016,514178,70487
30489,export,"Other fish fillets, frozen",6,2016,143535,17349
30357,export,"Swordfish (xiphias galdius), frozen",6,2016,19539,5010
30389,export,"Other fish, excluding livers and roes",6,2016,714217,126171
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",6,2016,118511,20475
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",6,2016,218672,33407
30119,export,Other live ornamental fish,6,2016,37701,357
30489,export,"Other fish fillets, frozen",6,2016,13632,974
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",6,2016,5298,952
30231,export,Fresh or chilled albacore or longfinned tunas Thunnus alalunga,6,2016,1550,775
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",6,2016,124603,18281
30389,export,"Other fish, excluding livers and roes",5,2016,1736910,586152
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,5,2016,1415235,874854
30572,export,"Heads, tails, and swim bladders of fish",5,2016,1413288,34115
30289,export,"Other fish, excluding livers and roes",5,2016,405222,94604
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,5,2016,321228,39423
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",5,2016,919411,128852
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",5,2016,471815,76414
30111,export,Freshwater ornamental fish,5,2016,490370,4677
30389,export,"Other fish, excluding livers and roes",5,2016,427494,154288
30617,export,"Other shrimps and prawns, frozen",5,2016,159696,15600
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,5,2016,226292,28240
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",5,2016,579254,78115
30382,export,"Skates (Rajidae), frozen",5,2016,274870,94420
30489,export,"Other fish fillets, frozen",5,2016,197292,20935
30474,export,"Fillets of hake and abrotea, frozen",5,2016,23108,10980
30357,export,"Swordfish (xiphias galdius), frozen",5,2016,136887,27013
30342,export,Frozen yellowfin tunas Thunnus albacares,5,2016,1272,493
30389,export,"Other fish, excluding livers and roes",5,2016,1201263,199047
30389,export,"Other fish, excluding livers and roes",5,2016,143868,28641
30571,export,Shark fins,5,2016,69042,2188
30389,export,"Other fish, excluding livers and roes",5,2016,687653,409434
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",5,2016,242345,34086
30119,export,Other live ornamental fish,5,2016,36220,449
30344,export,Frozen bigeye tunas Thunnus obesus,5,2016,3638,1410
30819,export,"Sea cucumbers, in other forms",5,2016,900,450
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",5,2016,5376,908
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",5,2016,239366,40950
30289,export,"Other fish, excluding livers and roes",4,2016,418769,95303
30389,export,"Other fish, excluding livers and roes",4,2016,1583525,461013
30572,export,"Heads, tails, and swim bladders of fish",4,2016,1571170,37164
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",4,2016,1135638,159511
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,4,2016,516837,60107
30111,export,Freshwater ornamental fish,4,2016,436584,4068
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,4,2016,883315,553812
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",4,2016,386950,61496
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,4,2016,241654,30429
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",4,2016,547607,70045
30617,export,"Other shrimps and prawns, frozen",4,2016,156846,15610
30489,export,"Other fish fillets, frozen",4,2016,186123,17320
30389,export,"Other fish, excluding livers and roes",4,2016,913710,429145
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",4,2016,341,20
30382,export,"Skates (Rajidae), frozen",4,2016,562267,189932
30571,export,Shark fins,4,2016,44352,1503
30389,export,"Other fish, excluding livers and roes",4,2016,380260,79091
30389,export,"Other fish, excluding livers and roes",4,2016,449621,130927
30489,export,"Other fish fillets, frozen",4,2016,4464,327
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",4,2016,405352,57781
30462,export,"Catfish fillet(Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), frozen",4,2016,51400,26000
30119,export,Other live ornamental fish,4,2016,34849,446
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",4,2016,113999,19994
30819,export,"Sea cucumbers, in other forms",4,2016,1920,960
30389,export,"Other fish, excluding livers and roes",4,2016,128923,22842
30489,export,"Other fish fillets, frozen",4,2016,14340,1085
30520,export,"Fish livers and roes, dried, smoked, salted or in brine",4,2016,9340,130
30244,export,"Mackerel, fresh or chilled",4,2016,1680,254
30289,export,"Other fish, excluding livers and roes",3,2016,454138,116729
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,3,2016,1558933,980461
30389,export,"Other fish, excluding livers and roes",3,2016,1626412,442352
30572,export,"Heads, tails, and swim bladders of fish",3,2016,1253620,44470
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,3,2016,798906,99784
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",3,2016,1510594,215987
30111,export,Freshwater ornamental fish,3,2016,624145,5660
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",3,2016,369951,57441
30389,export,"Other fish, excluding livers and roes",3,2016,136342,49935
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,3,2016,212779,25634
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",3,2016,458924,58481
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",3,2016,73861,4490
30489,export,"Other fish fillets, frozen",3,2016,2604,191
