"Taxon.Key","Country","Year","Aquaculture","Capture","Common_Name","MatchGroup"
490054,"Brazil","X2016",NA,4810,"Sea mussels nei","Clams"
500487,"Brazil","X2010",NA,9573,"Seerfishes nei","Mackerels"
500487,"Brazil","X2011",NA,8909,"Seerfishes nei","Mackerels"
500487,"Brazil","X2012",NA,9694,"Seerfishes nei","Mackerels"
500487,"Brazil","X2013",NA,8366,"Seerfishes nei","Mackerels"
500487,"Brazil","X2014",NA,10099,"Seerfishes nei","Mackerels"
500487,"Brazil","X2015",NA,9100,"Seerfishes nei","Mackerels"
500487,"Brazil","X2016",NA,9100,"Seerfishes nei","Mackerels"
NA,"Brazil","X2010",NA,0,"Sei whale",NA
NA,"Brazil","X2011",NA,0,"Sei whale",NA
NA,"Brazil","X2012",NA,0,"Sei whale",NA
NA,"Brazil","X2013",NA,0,"Sei whale",NA
NA,"Brazil","X2014",NA,0,"Sei whale",NA
NA,"Brazil","X2015",NA,0,"Sei whale",NA
NA,"Brazil","X2016",NA,0,"Sei whale",NA
600119,"Brazil","X2010",NA,424,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2011",NA,395,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2012",NA,430,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2013",NA,581,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2014",NA,448,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2015",NA,405,"Serra Spanish mackerel","Mackerels"
600119,"Brazil","X2016",NA,405,"Serra Spanish mackerel","Mackerels"
100538,"Brazil","X2010",NA,11523,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2011",NA,9768,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2012",NA,11601,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2013",NA,10285,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2014",NA,10948,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2015",NA,9800,"Sharks rays skates etc nei","Elasmobranchs"
100538,"Brazil","X2016",NA,9800,"Sharks rays skates etc nei","Elasmobranchs"
600752,"Brazil","X2010",NA,128,"Shortfin mako","Sharks"
600752,"Brazil","X2011",NA,192,"Shortfin mako","Sharks"
600752,"Brazil","X2012",NA,196,"Shortfin mako","Sharks"
600752,"Brazil","X2013",NA,93,"Shortfin mako","Sharks"
600752,"Brazil","X2014",NA,268,"Shortfin mako","Sharks"
600752,"Brazil","X2015",NA,124,"Shortfin mako","Sharks"
600752,"Brazil","X2016",NA,115,"Shortfin mako","Sharks"
601180,"Brazil","X2010",NA,231,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2011",NA,215,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2012",NA,234,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2013",NA,202,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2014",NA,244,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2015",NA,220,"Shorthead drum","Marine Fishes"
601180,"Brazil","X2016",NA,220,"Shorthead drum","Marine Fishes"
600868,"Brazil","X2010",NA,0,"Silky shark","Sharks"
600868,"Brazil","X2011",NA,0,"Silky shark","Sharks"
600868,"Brazil","X2012",NA,21,"Silky shark","Sharks"
600868,"Brazil","X2013",NA,14,"Silky shark","Sharks"
600868,"Brazil","X2014",NA,16,"Silky shark","Sharks"
600868,"Brazil","X2015",NA,0,"Silky shark","Sharks"
600868,"Brazil","X2016",NA,0,"Silky shark","Sharks"
400218,"Brazil","X2010",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2011",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2012",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2013",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2014",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2015",NA,1,"Silversides Sand smelts nei","Marine Fishes"
400218,"Brazil","X2016",NA,1,"Silversides Sand smelts nei","Marine Fishes"
600336,"Brazil","X2010",NA,48,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2011",NA,45,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2012",NA,49,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2013",NA,42,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2014",NA,51,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2015",NA,46,"Silvery John dory","Marine Fishes"
600336,"Brazil","X2016",NA,46,"Silvery John dory","Marine Fishes"
600107,"Brazil","X2010",NA,20590,"Skipjack tuna","Tunas"
600107,"Brazil","X2011",NA,30563,"Skipjack tuna","Tunas"
600107,"Brazil","X2012",NA,30872,"Skipjack tuna","Tunas"
600107,"Brazil","X2013",NA,32602,"Skipjack tuna","Tunas"
600107,"Brazil","X2014",NA,24873,"Skipjack tuna","Tunas"
600107,"Brazil","X2015",NA,17584,"Skipjack tuna","Tunas"
600107,"Brazil","X2016",NA,25020,"Skipjack tuna","Tunas"
601173,"Brazil","X2010",NA,948,"Smooth weakfish","Weakfish"
601173,"Brazil","X2011",NA,882,"Smooth weakfish","Weakfish"
601173,"Brazil","X2012",NA,960,"Smooth weakfish","Weakfish"
601173,"Brazil","X2013",NA,829,"Smooth weakfish","Weakfish"
601173,"Brazil","X2014",NA,1000,"Smooth weakfish","Weakfish"
601173,"Brazil","X2015",NA,900,"Smooth weakfish","Weakfish"
601173,"Brazil","X2016",NA,900,"Smooth weakfish","Weakfish"
400323,"Brazil","X2010",NA,7146,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2011",NA,6650,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2012",NA,7237,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2013",NA,6246,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2014",NA,7539,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2015",NA,6760,"Snappers jobfishes nei","Groupers Snappers"
400323,"Brazil","X2016",NA,6760,"Snappers jobfishes nei","Groupers Snappers"
400287,"Brazil","X2010",0,3645,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2011",0,3392,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2012",0,3691,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2013",0,3186,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2014",0,3845,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2015",0,3450,"Snooks Robalos nei","Marine Fishes"
400287,"Brazil","X2016",0,3450,"Snooks Robalos nei","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Sorubims nei",NA
NA,"Brazil","X2011",NA,8193,"Sorubims nei",NA
NA,"Brazil","X2012",NA,8257,"Sorubims nei",NA
NA,"Brazil","X2013",NA,8327,"Sorubims nei",NA
NA,"Brazil","X2014",NA,8221,"Sorubims nei",NA
NA,"Brazil","X2015",NA,7900,"Sorubims nei",NA
NA,"Brazil","X2016",NA,7900,"Sorubims nei",NA
NA,"Brazil","X2010",1274,NA,"South American catfish",NA
NA,"Brazil","X2011",0,NA,"South American catfish",NA
NA,"Brazil","X2012",0,NA,"South American catfish",NA
NA,"Brazil","X2013",0,NA,"South American catfish",NA
NA,"Brazil","X2014",0,NA,"South American catfish",NA
NA,"Brazil","X2015",0,NA,"South American catfish",NA
NA,"Brazil","X2016",0,NA,"South American catfish",NA
690374,"Brazil","X2010",13723,NA,"South American rock mussel","Clams"
690374,"Brazil","X2011",15965,NA,"South American rock mussel","Clams"
690374,"Brazil","X2012",21027,NA,"South American rock mussel","Clams"
690374,"Brazil","X2013",16460,NA,"South American rock mussel","Clams"
690374,"Brazil","X2014",19300,NA,"South American rock mussel","Clams"
690374,"Brazil","X2015",18400,NA,"South American rock mussel","Clams"
690374,"Brazil","X2016",18200,NA,"South American rock mussel","Clams"
NA,"Brazil","X2010",NA,0,"South American silver croaker",NA
NA,"Brazil","X2011",NA,18372,"South American silver croaker",NA
NA,"Brazil","X2012",NA,18515,"South American silver croaker",NA
NA,"Brazil","X2013",NA,18672,"South American silver croaker",NA
NA,"Brazil","X2014",NA,18435,"South American silver croaker",NA
NA,"Brazil","X2015",NA,17500,"South American silver croaker",NA
NA,"Brazil","X2016",NA,17500,"South American silver croaker",NA
600145,"Brazil","X2010",NA,0,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2011",NA,0,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2012",NA,1,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2013",NA,0,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2014",NA,61,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2015",NA,0,"Southern bluefin tuna","Tunas"
600145,"Brazil","X2016",NA,0,"Southern bluefin tuna","Tunas"
600171,"Brazil","X2010",NA,6199,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2011",NA,5769,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2012",NA,6277,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2013",NA,5418,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2014",NA,6540,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2015",NA,5900,"Southern red snapper","Groupers Snappers"
600171,"Brazil","X2016",NA,5900,"Southern red snapper","Groupers Snappers"
NA,"Brazil","X2010",NA,0,"Southern right whale",NA
NA,"Brazil","X2011",NA,0,"Southern right whale",NA
NA,"Brazil","X2012",NA,3,"Southern right whale",NA
NA,"Brazil","X2013",NA,0,"Southern right whale",NA
NA,"Brazil","X2014",NA,0,"Southern right whale",NA
NA,"Brazil","X2015",NA,0,"Southern right whale",NA
NA,"Brazil","X2016",NA,0,"Southern right whale",NA
690382,"Brazil","X2010",NA,0,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2011",NA,4024,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2012",NA,4425,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2013",NA,3994,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2014",NA,4031,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2015",NA,3630,"Southern white shrimp","Shrimps Prawns"
690382,"Brazil","X2016",NA,3630,"Southern white shrimp","Shrimps Prawns"
690901,"Brazil","X2010",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2011",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2012",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2013",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2014",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2015",NA,0,"Southwest Atlantic red crab","Marine Fishes"
690901,"Brazil","X2016",NA,0,"Southwest Atlantic red crab","Marine Fishes"
500934,"Brazil","X2010",NA,256,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2011",NA,238,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2012",NA,259,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2013",NA,224,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2014",NA,270,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2015",NA,243,"Spadefishes nei","Marine Fishes"
500934,"Brazil","X2016",NA,243,"Spadefishes nei","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Sperm whale",NA
NA,"Brazil","X2011",NA,0,"Sperm whale",NA
NA,"Brazil","X2012",NA,0,"Sperm whale",NA
NA,"Brazil","X2013",NA,0,"Sperm whale",NA
NA,"Brazil","X2014",NA,0,"Sperm whale",NA
NA,"Brazil","X2015",NA,0,"Sperm whale",NA
NA,"Brazil","X2016",NA,0,"Sperm whale",NA
NA,"Brazil","X2010",2487,8688,"Spotted sorubim",NA
NA,"Brazil","X2011",0,1927,"Spotted sorubim",NA
NA,"Brazil","X2012",0,1942,"Spotted sorubim",NA
NA,"Brazil","X2013",0,1958,"Spotted sorubim",NA
NA,"Brazil","X2014",0,1934,"Spotted sorubim",NA
NA,"Brazil","X2015",0,1860,"Spotted sorubim",NA
NA,"Brazil","X2016",0,1860,"Spotted sorubim",NA
NA,"Brazil","X2010",NA,0,"Striped dolphin",NA
NA,"Brazil","X2011",NA,0,"Striped dolphin",NA
NA,"Brazil","X2012",NA,0,"Striped dolphin",NA
NA,"Brazil","X2013",NA,0,"Striped dolphin",NA
NA,"Brazil","X2014",NA,0,"Striped dolphin",NA
NA,"Brazil","X2015",NA,0,"Striped dolphin",NA
NA,"Brazil","X2016",NA,0,"Striped dolphin",NA
652918,"Brazil","X2010",NA,6002,"Stripped weakfish","Weakfish"
652918,"Brazil","X2011",NA,5586,"Stripped weakfish","Weakfish"
652918,"Brazil","X2012",NA,6078,"Stripped weakfish","Weakfish"
652918,"Brazil","X2013",NA,5246,"Stripped weakfish","Weakfish"
652918,"Brazil","X2014",NA,6332,"Stripped weakfish","Weakfish"
652918,"Brazil","X2015",NA,5700,"Stripped weakfish","Weakfish"
652918,"Brazil","X2016",NA,5700,"Stripped weakfish","Weakfish"
NA,"Brazil","X2010",37,NA,"Suckermouth catfish",NA
NA,"Brazil","X2011",0,NA,"Suckermouth catfish",NA
NA,"Brazil","X2012",0,NA,"Suckermouth catfish",NA
NA,"Brazil","X2013",0,NA,"Suckermouth catfish",NA
NA,"Brazil","X2014",0,NA,"Suckermouth catfish",NA
NA,"Brazil","X2015",0,NA,"Suckermouth catfish",NA
NA,"Brazil","X2016",0,NA,"Suckermouth catfish",NA
600226,"Brazil","X2010",NA,2927,"Swordfish","Marine Fishes"
600226,"Brazil","X2011",NA,3033,"Swordfish","Marine Fishes"
600226,"Brazil","X2012",NA,2833,"Swordfish","Marine Fishes"
600226,"Brazil","X2013",NA,1427,"Swordfish","Marine Fishes"
600226,"Brazil","X2014",NA,2892,"Swordfish","Marine Fishes"
600226,"Brazil","X2015",NA,2588,"Swordfish","Marine Fishes"
600226,"Brazil","X2016",NA,2380,"Swordfish","Marine Fishes"
NA,"Brazil","X2010",21621,NA,"Tambacu hybrid",NA
NA,"Brazil","X2011",26779,NA,"Tambacu hybrid",NA
NA,"Brazil","X2012",29179,NA,"Tambacu hybrid",NA
NA,"Brazil","X2013",47163,NA,"Tambacu hybrid",NA
NA,"Brazil","X2014",32300,NA,"Tambacu hybrid",NA
NA,"Brazil","X2015",30400,NA,"Tambacu hybrid",NA
NA,"Brazil","X2016",36900,NA,"Tambacu hybrid",NA
NA,"Brazil","X2010",4916,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2011",7500,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2012",8200,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2013",13300,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2014",8000,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2015",7000,NA,"Tambatinga hybrid",NA
NA,"Brazil","X2016",8000,NA,"Tambatinga hybrid",NA
601079,"Brazil","X2010",NA,818,"Tarpon","Marine Fishes"
601079,"Brazil","X2011",NA,761,"Tarpon","Marine Fishes"
601079,"Brazil","X2012",NA,828,"Tarpon","Marine Fishes"
601079,"Brazil","X2013",NA,715,"Tarpon","Marine Fishes"
601079,"Brazil","X2014",NA,863,"Tarpon","Marine Fishes"
601079,"Brazil","X2015",NA,780,"Tarpon","Marine Fishes"
601079,"Brazil","X2016",NA,780,"Tarpon","Marine Fishes"
600886,"Brazil","X2010",NA,10,"Tiger shark","Sharks"
600886,"Brazil","X2011",NA,9,"Tiger shark","Sharks"
600886,"Brazil","X2012",NA,8,"Tiger shark","Sharks"
600886,"Brazil","X2013",NA,0,"Tiger shark","Sharks"
600886,"Brazil","X2014",NA,0,"Tiger shark","Sharks"
600886,"Brazil","X2015",NA,0,"Tiger shark","Sharks"
600886,"Brazil","X2016",NA,0,"Tiger shark","Sharks"
NA,"Brazil","X2010",155451,9610,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2011",166913,9062,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2012",182297,9133,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2013",169306,9210,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2014",2e+05,9093,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2015",219300,8690,"Tilapias nei","Marine Fishes"
NA,"Brazil","X2016",239091,8690,"Tilapias nei","Marine Fishes"
400308,"Brazil","X2010",NA,798,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2011",NA,742,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2012",NA,808,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2013",NA,697,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2014",NA,841,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2015",NA,760,"Tilefishes nei","Marine Fishes"
400308,"Brazil","X2016",NA,760,"Tilefishes nei","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2011",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2012",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2013",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2014",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2015",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2016",NA,0,"Toothed whales nei",NA
NA,"Brazil","X2010",266,NA,"Trahira",NA
NA,"Brazil","X2011",0,NA,"Trahira",NA
NA,"Brazil","X2012",0,NA,"Trahira",NA
NA,"Brazil","X2013",0,NA,"Trahira",NA
NA,"Brazil","X2014",0,NA,"Trahira",NA
NA,"Brazil","X2015",0,NA,"Trahira",NA
NA,"Brazil","X2016",0,NA,"Trahira",NA
690629,"Brazil","X2010",NA,1652,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2011",NA,1507,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2012",NA,1657,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2013",NA,1495,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2014",NA,1509,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2015",NA,1355,"Triangular tivela","Marine Fishes"
690629,"Brazil","X2016",NA,1355,"Triangular tivela","Marine Fishes"
400445,"Brazil","X2010",NA,5240,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2011",NA,4876,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2012",NA,5306,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2013",NA,4580,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2014",NA,5528,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2015",NA,4970,"Triggerfishes durgons nei","Marine Fishes"
400445,"Brazil","X2016",NA,4970,"Triggerfishes durgons nei","Marine Fishes"
601077,"Brazil","X2010",NA,19,"Tripletail","Marine Fishes"
601077,"Brazil","X2011",NA,18,"Tripletail","Marine Fishes"
601077,"Brazil","X2012",NA,19,"Tripletail","Marine Fishes"
601077,"Brazil","X2013",NA,17,"Tripletail","Marine Fishes"
601077,"Brazil","X2014",NA,20,"Tripletail","Marine Fishes"
601077,"Brazil","X2015",NA,19,"Tripletail","Marine Fishes"
601077,"Brazil","X2016",NA,19,"Tripletail","Marine Fishes"
690800,"Brazil","X2010",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2011",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2012",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2013",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2014",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2015",NA,0,"Tropical spiny lobsters nei","Lobsters"
690800,"Brazil","X2016",NA,0,"Tropical spiny lobsters nei","Lobsters"
NA,"Brazil","X2010",NA,0,"Tucuxi",NA
NA,"Brazil","X2011",NA,1,"Tucuxi",NA
NA,"Brazil","X2012",NA,0,"Tucuxi",NA
NA,"Brazil","X2013",NA,0,"Tucuxi",NA
NA,"Brazil","X2014",NA,0,"Tucuxi",NA
NA,"Brazil","X2015",NA,0,"Tucuxi",NA
NA,"Brazil","X2016",NA,0,"Tucuxi",NA
501905,"Brazil","X2010",NA,439,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2011",NA,1728,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2012",NA,765,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2013",NA,0,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2014",NA,203,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2015",NA,0,"Tunalike fishes nei","Tunas"
501905,"Brazil","X2016",NA,0,"Tunalike fishes nei","Tunas"
600089,"Brazil","X2010",NA,19,"Wahoo","Marine Fishes"
600089,"Brazil","X2011",NA,357,"Wahoo","Marine Fishes"
600089,"Brazil","X2012",NA,213,"Wahoo","Marine Fishes"
600089,"Brazil","X2013",NA,202,"Wahoo","Marine Fishes"
600089,"Brazil","X2014",NA,153,"Wahoo","Marine Fishes"
600089,"Brazil","X2015",NA,131,"Wahoo","Marine Fishes"
600089,"Brazil","X2016",NA,120,"Wahoo","Marine Fishes"
502794,"Brazil","X2010",NA,6435,"Weakfishes nei","Weakfish"
502794,"Brazil","X2011",NA,5989,"Weakfishes nei","Weakfish"
502794,"Brazil","X2012",NA,6517,"Weakfishes nei","Weakfish"
502794,"Brazil","X2013",NA,5624,"Weakfishes nei","Weakfish"
502794,"Brazil","X2014",NA,6789,"Weakfishes nei","Weakfish"
502794,"Brazil","X2015",NA,6100,"Weakfishes nei","Weakfish"
502794,"Brazil","X2016",NA,6100,"Weakfishes nei","Weakfish"
690440,"Brazil","X2010",69422,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2011",69266,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2012",75000,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2013",64669,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2014",65000,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2015",69900,NA,"Whiteleg shrimp","Shrimps Prawns"
690440,"Brazil","X2016",52100,NA,"Whiteleg shrimp","Shrimps Prawns"
607620,"Brazil","X2010",NA,43191,"Whitemouth croaker","Croakers"
607620,"Brazil","X2011",NA,40195,"Whitemouth croaker","Croakers"
607620,"Brazil","X2012",NA,43739,"Whitemouth croaker","Croakers"
607620,"Brazil","X2013",NA,37749,"Whitemouth croaker","Croakers"
607620,"Brazil","X2014",NA,45568,"Whitemouth croaker","Croakers"
607620,"Brazil","X2015",NA,41000,"Whitemouth croaker","Croakers"
607620,"Brazil","X2016",NA,41000,"Whitemouth croaker","Croakers"
NA,"Brazil","X2010",NA,70,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2011",NA,66,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2012",NA,66,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2013",NA,67,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2014",NA,66,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2015",NA,63,"Yellowfin river pellona","Marine Fishes"
NA,"Brazil","X2016",NA,63,"Yellowfin river pellona","Marine Fishes"
600143,"Brazil","X2010",NA,3617,"Yellowfin tuna","Tunas"
600143,"Brazil","X2011",NA,3499,"Yellowfin tuna","Tunas"
600143,"Brazil","X2012",NA,2836,"Yellowfin tuna","Tunas"
600143,"Brazil","X2013",NA,3316,"Yellowfin tuna","Tunas"
600143,"Brazil","X2014",NA,2866,"Yellowfin tuna","Tunas"
600143,"Brazil","X2015",NA,4896,"Yellowfin tuna","Tunas"
600143,"Brazil","X2016",NA,3693,"Yellowfin tuna","Tunas"
600382,"Brazil","X2010",NA,347,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2011",NA,972,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2012",NA,1058,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2013",NA,913,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2014",NA,1102,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2015",NA,990,"Yellowtail amberjack","Amberjack"
600382,"Brazil","X2016",NA,990,"Yellowtail amberjack","Amberjack"
600188,"Brazil","X2010",NA,4945,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2011",NA,4602,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2012",NA,5008,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2013",NA,4322,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2014",NA,5217,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2015",NA,4700,"Yellowtail snapper","Groupers Snappers"
600188,"Brazil","X2016",NA,4700,"Yellowtail snapper","Groupers Snappers"
NA,"Chile","X2010",NA,13," Aplodactylus punctatus ",NA
NA,"Chile","X2011",NA,20," Aplodactylus punctatus ",NA
