"Taxon.Key","Country","Year","Aquaculture","Capture","Common_Name","MatchGroup"
NA,"Chile","X2015",NA,3013," Mazzaella laminarioides ",NA
NA,"Chile","X2016",NA,2273," Mazzaella laminarioides ",NA
NA,"Chile","X2010",0,NA," Porphyra columbina ",NA
NA,"Chile","X2011",0,NA," Porphyra columbina ",NA
NA,"Chile","X2012",0,NA," Porphyra columbina ",NA
NA,"Chile","X2013",0,NA," Porphyra columbina ",NA
NA,"Chile","X2014",0,NA," Porphyra columbina ",NA
NA,"Chile","X2015",0,NA," Porphyra columbina ",NA
NA,"Chile","X2016",0,NA," Porphyra columbina ",NA
NA,"Chile","X2010",5,NA," Spirulina maxima ",NA
NA,"Chile","X2011",220,NA," Spirulina maxima ",NA
NA,"Chile","X2012",0,NA," Spirulina maxima ",NA
NA,"Chile","X2013",11,NA," Spirulina maxima ",NA
NA,"Chile","X2014",0,NA," Spirulina maxima ",NA
NA,"Chile","X2015",0,NA," Spirulina maxima ",NA
NA,"Chile","X2016",4,NA," Spirulina maxima ",NA
NA,"Chile","X2010",0,NA," Trochita spp ",NA
NA,"Chile","X2011",0,NA," Trochita spp ",NA
NA,"Chile","X2012",0,NA," Trochita spp ",NA
NA,"Chile","X2013",0,NA," Trochita spp ",NA
NA,"Chile","X2014",0,NA," Trochita spp ",NA
NA,"Chile","X2015",0,NA," Trochita spp ",NA
NA,"Chile","X2016",5,NA," Trochita spp ",NA
600142,"Chile","X2010",NA,1,"Albacore","Tunas"
600142,"Chile","X2011",NA,2,"Albacore","Tunas"
600142,"Chile","X2012",NA,4,"Albacore","Tunas"
600142,"Chile","X2013",NA,1,"Albacore","Tunas"
600142,"Chile","X2014",NA,8,"Albacore","Tunas"
600142,"Chile","X2015",NA,4,"Albacore","Tunas"
600142,"Chile","X2016",NA,4,"Albacore","Tunas"
501129,"Chile","X2010",NA,948,"Alfonsinos nei","Breams"
501129,"Chile","X2011",NA,214,"Alfonsinos nei","Breams"
501129,"Chile","X2012",NA,2,"Alfonsinos nei","Breams"
501129,"Chile","X2013",NA,0,"Alfonsinos nei","Breams"
501129,"Chile","X2014",NA,0,"Alfonsinos nei","Breams"
501129,"Chile","X2015",NA,0,"Alfonsinos nei","Breams"
501129,"Chile","X2016",NA,0,"Alfonsinos nei","Breams"
600004,"Chile","X2010",NA,755370,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2011",NA,1191376,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2012",NA,903866,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2013",NA,803404,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2014",NA,817900,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2015",NA,540095,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Chile","X2016",NA,337436,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
690016,"Chile","X2010",NA,0,"Antarctic krill","Krill"
690016,"Chile","X2011",NA,2454,"Antarctic krill","Krill"
690016,"Chile","X2012",NA,10662,"Antarctic krill","Krill"
690016,"Chile","X2013",NA,7259,"Antarctic krill","Krill"
690016,"Chile","X2014",NA,9278,"Antarctic krill","Krill"
690016,"Chile","X2015",NA,7279,"Antarctic krill","Krill"
690016,"Chile","X2016",NA,3708,"Antarctic krill","Krill"
400382,"Chile","X2010",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2011",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2012",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2013",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2014",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2015",NA,0,"Antarctic rockcods noties nei","Cods"
400382,"Chile","X2016",NA,0,"Antarctic rockcods noties nei","Cods"
607039,"Chile","X2010",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2011",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2012",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2013",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2014",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2015",NA,0,"Antarctic toothfish","Marine Fishes"
607039,"Chile","X2016",NA,6,"Antarctic toothfish","Marine Fishes"
100077,"Chile","X2010",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2011",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2012",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2013",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2014",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2015",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
100077,"Chile","X2016",NA,0,"Aquatic invertebrates nei","Marine Invertebrates"
NA,"Chile","X2010",NA,0,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2011",NA,0,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2012",NA,49,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2013",NA,1,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2014",NA,136,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2015",NA,53,"Aquatic plants nei","Seaweeds Plants"
NA,"Chile","X2016",NA,33,"Aquatic plants nei","Seaweeds Plants"
601530,"Chile","X2010",NA,750750,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2011",NA,887272,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2012",NA,848466,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2013",NA,236968,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2014",NA,543278,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2015",NA,435863,"Araucanian herring","Anchovies Herrings Sardines"
601530,"Chile","X2016",NA,280421,"Araucanian herring","Anchovies Herrings Sardines"
690023,"Chile","X2010",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2011",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2012",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2013",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2014",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2015",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
690023,"Chile","X2016",NA,0,"Argentine shortfin squid","Squids Cuttlefish"
600236,"Chile","X2010",123233,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2011",264349,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2012",399678,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2013",492329,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2014",644459,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2015",608546,NA,"Atlantic salmon","Salmons"
600236,"Chile","X2016",532225,NA,"Atlantic salmon","Salmons"
601084,"Chile","X2010",NA,7013,"Atlantic saury","Marine Fishes"
601084,"Chile","X2011",NA,4681,"Atlantic saury","Marine Fishes"
601084,"Chile","X2012",NA,12977,"Atlantic saury","Marine Fishes"
601084,"Chile","X2013",NA,8094,"Atlantic saury","Marine Fishes"
601084,"Chile","X2014",NA,419,"Atlantic saury","Marine Fishes"
601084,"Chile","X2015",NA,3375,"Atlantic saury","Marine Fishes"
601084,"Chile","X2016",NA,244,"Atlantic saury","Marine Fishes"
NA,"Chile","X2010",NA,0,"Baleen whales nei",NA
NA,"Chile","X2011",NA,0,"Baleen whales nei",NA
NA,"Chile","X2012",NA,0,"Baleen whales nei",NA
NA,"Chile","X2013",NA,0,"Baleen whales nei",NA
NA,"Chile","X2014",NA,0,"Baleen whales nei",NA
NA,"Chile","X2015",NA,0,"Baleen whales nei",NA
NA,"Chile","X2016",NA,0,"Baleen whales nei",NA
601351,"Chile","X2010",7,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2011",0,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2012",0,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2013",0,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2014",0,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2015",0,NA,"Bastard halibut","Flatfishes"
601351,"Chile","X2016",0,NA,"Bastard halibut","Flatfishes"
600146,"Chile","X2010",NA,2,"Bigeye tuna","Tunas"
600146,"Chile","X2011",NA,0,"Bigeye tuna","Tunas"
600146,"Chile","X2012",NA,7,"Bigeye tuna","Tunas"
600146,"Chile","X2013",NA,1,"Bigeye tuna","Tunas"
600146,"Chile","X2014",NA,0,"Bigeye tuna","Tunas"
600146,"Chile","X2015",NA,9,"Bigeye tuna","Tunas"
600146,"Chile","X2016",NA,6,"Bigeye tuna","Tunas"
600484,"Chile","X2010",NA,196,"Black cuskeel","Eels"
600484,"Chile","X2011",NA,323,"Black cuskeel","Eels"
600484,"Chile","X2012",NA,284,"Black cuskeel","Eels"
600484,"Chile","X2013",NA,245,"Black cuskeel","Eels"
600484,"Chile","X2014",NA,257,"Black cuskeel","Eels"
600484,"Chile","X2015",NA,148,"Black cuskeel","Eels"
600484,"Chile","X2016",NA,145,"Black cuskeel","Eels"
600473,"Chile","X2010",NA,0,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2011",NA,0,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2012",NA,0,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2013",NA,0,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2014",NA,1,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2015",NA,0,"Blackfin icefish","Marine Fishes"
600473,"Chile","X2016",NA,0,"Blackfin icefish","Marine Fishes"
602005,"Chile","X2010",NA,0,"Blue antimora","Marine Fishes"
602005,"Chile","X2011",NA,0,"Blue antimora","Marine Fishes"
602005,"Chile","X2012",NA,1,"Blue antimora","Marine Fishes"
602005,"Chile","X2013",NA,1,"Blue antimora","Marine Fishes"
602005,"Chile","X2014",NA,2,"Blue antimora","Marine Fishes"
602005,"Chile","X2015",NA,1,"Blue antimora","Marine Fishes"
602005,"Chile","X2016",NA,1,"Blue antimora","Marine Fishes"
600898,"Chile","X2010",NA,850,"Blue shark","Sharks"
600898,"Chile","X2011",NA,209,"Blue shark","Sharks"
600898,"Chile","X2012",NA,228,"Blue shark","Sharks"
600898,"Chile","X2013",NA,230,"Blue shark","Sharks"
600898,"Chile","X2014",NA,282,"Blue shark","Sharks"
600898,"Chile","X2015",NA,239,"Blue shark","Sharks"
600898,"Chile","X2016",NA,183,"Blue shark","Sharks"
NA,"Chile","X2010",NA,5128,"Blue squat lobster","Lobsters"
NA,"Chile","X2011",NA,4734,"Blue squat lobster","Lobsters"
NA,"Chile","X2012",NA,3991,"Blue squat lobster","Lobsters"
NA,"Chile","X2013",NA,3010,"Blue squat lobster","Lobsters"
NA,"Chile","X2014",NA,2843,"Blue squat lobster","Lobsters"
NA,"Chile","X2015",NA,4517,"Blue squat lobster","Lobsters"
NA,"Chile","X2016",NA,4116,"Blue squat lobster","Lobsters"
NA,"Chile","X2010",NA,0,"Blue whale",NA
NA,"Chile","X2011",NA,0,"Blue whale",NA
NA,"Chile","X2012",NA,0,"Blue whale",NA
NA,"Chile","X2013",NA,0,"Blue whale",NA
NA,"Chile","X2014",NA,0,"Blue whale",NA
NA,"Chile","X2015",NA,0,"Blue whale",NA
NA,"Chile","X2016",NA,0,"Blue whale",NA
NA,"Chile","X2010",NA,0,"Bryde   whale",NA
NA,"Chile","X2011",NA,0,"Bryde   whale",NA
NA,"Chile","X2012",NA,0,"Bryde   whale",NA
NA,"Chile","X2013",NA,0,"Bryde   whale",NA
NA,"Chile","X2014",NA,0,"Bryde   whale",NA
NA,"Chile","X2015",NA,0,"Bryde   whale",NA
NA,"Chile","X2016",NA,0,"Bryde   whale",NA
NA,"Chile","X2010",NA,6048,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2011",NA,6468,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2012",NA,2648,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2013",NA,8304,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2014",NA,8508,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2015",NA,9441,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2016",NA,8015,"Bull kelp","Seaweeds Plants"
NA,"Chile","X2010",NA,0,"Burmeister   porpoise",NA
NA,"Chile","X2011",NA,1,"Burmeister   porpoise",NA
NA,"Chile","X2012",NA,0,"Burmeister   porpoise",NA
NA,"Chile","X2013",NA,0,"Burmeister   porpoise",NA
NA,"Chile","X2014",NA,0,"Burmeister   porpoise",NA
NA,"Chile","X2015",NA,0,"Burmeister   porpoise",NA
NA,"Chile","X2016",NA,0,"Burmeister   porpoise",NA
400425,"Chile","X2010",NA,2061,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2011",NA,1814,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2012",NA,2761,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2013",NA,1664,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2014",NA,3366,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2015",NA,2462,"Butterfishes pomfrets nei","Marine Fishes"
400425,"Chile","X2016",NA,9268,"Butterfishes pomfrets nei","Marine Fishes"
600397,"Chile","X2010",NA,38,"Cabinza grunt","Grunts"
600397,"Chile","X2011",NA,110,"Cabinza grunt","Grunts"
600397,"Chile","X2012",NA,61,"Cabinza grunt","Grunts"
600397,"Chile","X2013",NA,42,"Cabinza grunt","Grunts"
600397,"Chile","X2014",NA,82,"Cabinza grunt","Grunts"
600397,"Chile","X2015",NA,27,"Cabinza grunt","Grunts"
600397,"Chile","X2016",NA,22,"Cabinza grunt","Grunts"
400314,"Chile","X2010",NA,12,"Carangids nei","Marine Fishes"
400314,"Chile","X2011",NA,82,"Carangids nei","Marine Fishes"
400314,"Chile","X2012",NA,521,"Carangids nei","Marine Fishes"
400314,"Chile","X2013",NA,531,"Carangids nei","Marine Fishes"
400314,"Chile","X2014",NA,372,"Carangids nei","Marine Fishes"
400314,"Chile","X2015",NA,561,"Carangids nei","Marine Fishes"
400314,"Chile","X2016",NA,654,"Carangids nei","Marine Fishes"
400304,"Chile","X2010",NA,93,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2011",NA,76,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2012",NA,22,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2013",NA,24,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2014",NA,2,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2015",NA,0,"Cardinal fishes nei","Marine Fishes"
400304,"Chile","X2016",NA,0,"Cardinal fishes nei","Marine Fishes"
690606,"Chile","X2010",NA,2786,"Carrot squat lobster","Lobsters"
690606,"Chile","X2011",NA,4473,"Carrot squat lobster","Lobsters"
690606,"Chile","X2012",NA,6785,"Carrot squat lobster","Lobsters"
690606,"Chile","X2013",NA,8404,"Carrot squat lobster","Lobsters"
690606,"Chile","X2014",NA,8191,"Carrot squat lobster","Lobsters"
690606,"Chile","X2015",NA,6267,"Carrot squat lobster","Lobsters"
690606,"Chile","X2016",NA,5413,"Carrot squat lobster","Lobsters"
690075,"Chile","X2010",163,14,"Chilean flat oyster","Oysters"
690075,"Chile","X2011",219,24,"Chilean flat oyster","Oysters"
690075,"Chile","X2012",194,11,"Chilean flat oyster","Oysters"
690075,"Chile","X2013",227,6,"Chilean flat oyster","Oysters"
690075,"Chile","X2014",225,19,"Chilean flat oyster","Oysters"
690075,"Chile","X2015",215,19,"Chilean flat oyster","Oysters"
690075,"Chile","X2016",227,109,"Chilean flat oyster","Oysters"
608445,"Chile","X2010",NA,156,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2011",NA,134,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2012",NA,136,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2013",NA,91,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2014",NA,54,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2015",NA,59,"Chilean grenadier","Marine Fishes"
608445,"Chile","X2016",NA,47,"Chilean grenadier","Marine Fishes"
600367,"Chile","X2010",NA,464808,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2011",NA,247295,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2012",NA,227460,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2013",NA,231360,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2014",NA,271601,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2015",NA,288772,"Chilean jack mackerel","Mackerels"
600367,"Chile","X2016",NA,323298,"Chilean jack mackerel","Mackerels"
NA,"Chile","X2010",NA,0,"Chilean jagged lobster",NA
NA,"Chile","X2011",NA,0,"Chilean jagged lobster",NA
NA,"Chile","X2012",NA,0,"Chilean jagged lobster",NA
NA,"Chile","X2013",NA,5,"Chilean jagged lobster",NA
NA,"Chile","X2014",NA,0,"Chilean jagged lobster",NA
NA,"Chile","X2015",NA,1,"Chilean jagged lobster",NA
NA,"Chile","X2016",NA,0,"Chilean jagged lobster",NA
NA,"Chile","X2010",NA,190746,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2011",NA,241633,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2012",NA,268722,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2013",NA,313341,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2014",NA,219998,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2015",NA,115311,"Chilean kelp","Seaweeds Plants"
NA,"Chile","X2016",NA,155740,"Chilean kelp","Seaweeds Plants"
690609,"Chile","X2010",NA,86,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2011",NA,41,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2012",NA,87,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2013",NA,93,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2014",NA,71,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2015",NA,103,"Chilean knife shrimp","Shrimps Prawns"
690609,"Chile","X2016",NA,29,"Chilean knife shrimp","Shrimps Prawns"
690076,"Chile","X2010",221522,354,"Chilean mussel","Clams"
690076,"Chile","X2011",288583,408,"Chilean mussel","Clams"
690076,"Chile","X2012",244137,400,"Chilean mussel","Clams"
690076,"Chile","X2013",241841,355,"Chilean mussel","Clams"
690076,"Chile","X2014",238088,739,"Chilean mussel","Clams"
690076,"Chile","X2015",208707,1142,"Chilean mussel","Clams"
690076,"Chile","X2016",300648,2129,"Chilean mussel","Clams"
690077,"Chile","X2010",NA,4795,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2011",NA,4503,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2012",NA,4311,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2013",NA,4583,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2014",NA,4597,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2015",NA,4294,"Chilean nylon shrimp","Shrimps Prawns"
690077,"Chile","X2016",NA,4854,"Chilean nylon shrimp","Shrimps Prawns"
612942,"Chile","X2010",NA,37,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2011",NA,45,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2012",NA,36,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2013",NA,31,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2014",NA,25,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2015",NA,16,"Chilean sandperch","Marine Fishes"
612942,"Chile","X2016",NA,25,"Chilean sandperch","Marine Fishes"
690078,"Chile","X2010",NA,32060,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2011",NA,31901,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2012",NA,29162,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2013",NA,30446,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2014",NA,32343,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2015",NA,31085,"Chilean sea urchin","Echinoderms"
690078,"Chile","X2016",NA,29086,"Chilean sea urchin","Echinoderms"
690677,"Chile","X2010",NA,1752,"Chilean semele","Marine Fishes"
690677,"Chile","X2011",NA,1005,"Chilean semele","Marine Fishes"
690677,"Chile","X2012",NA,627,"Chilean semele","Marine Fishes"
690677,"Chile","X2013",NA,595,"Chilean semele","Marine Fishes"
690677,"Chile","X2014",NA,535,"Chilean semele","Marine Fishes"
690677,"Chile","X2015",NA,661,"Chilean semele","Marine Fishes"
690677,"Chile","X2016",NA,348,"Chilean semele","Marine Fishes"
608172,"Chile","X2010",NA,397,"Chilean silverside","Marine Fishes"
608172,"Chile","X2011",NA,859,"Chilean silverside","Marine Fishes"
608172,"Chile","X2012",NA,1828,"Chilean silverside","Marine Fishes"
608172,"Chile","X2013",NA,760,"Chilean silverside","Marine Fishes"
608172,"Chile","X2014",NA,1146,"Chilean silverside","Marine Fishes"
608172,"Chile","X2015",NA,877,"Chilean silverside","Marine Fishes"
608172,"Chile","X2016",NA,706,"Chilean silverside","Marine Fishes"
600244,"Chile","X2010",636,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2011",1094,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2012",1688,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2013",984,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2014",0,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2015",0,NA,"Chinook Spring King salmon","Salmons"
600244,"Chile","X2016",0,NA,"Chinook Spring King salmon","Salmons"
690081,"Chile","X2010",1736,3638,"Cholga mussel","Clams"
690081,"Chile","X2011",3638,1555,"Cholga mussel","Clams"
690081,"Chile","X2012",1995,2646,"Cholga mussel","Clams"
690081,"Chile","X2013",3775,4779,"Cholga mussel","Clams"
690081,"Chile","X2014",1172,3347,"Cholga mussel","Clams"
690081,"Chile","X2015",1068,5901,"Cholga mussel","Clams"
690081,"Chile","X2016",1005,7486,"Cholga mussel","Clams"
690082,"Chile","X2010",757,559,"Choro mussel","Clams"
690082,"Chile","X2011",825,541,"Choro mussel","Clams"
690082,"Chile","X2012",330,521,"Choro mussel","Clams"
690082,"Chile","X2013",550,640,"Choro mussel","Clams"
690082,"Chile","X2014",1561,528,"Choro mussel","Clams"
690082,"Chile","X2015",1581,967,"Choro mussel","Clams"
690082,"Chile","X2016",691,1648,"Choro mussel","Clams"
100056,"Chile","X2010",NA,10746,"Clams etc nei","Clams"
100056,"Chile","X2011",NA,10314,"Clams etc nei","Clams"
100056,"Chile","X2012",NA,10365,"Clams etc nei","Clams"
100056,"Chile","X2013",NA,9368,"Clams etc nei","Clams"
100056,"Chile","X2014",NA,8716,"Clams etc nei","Clams"
100056,"Chile","X2015",NA,9768,"Clams etc nei","Clams"
100056,"Chile","X2016",NA,8687,"Clams etc nei","Clams"
100196,"Chile","X2010",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2011",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2012",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2013",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2014",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2015",NA,0,"Cnidarians nei","Marine Invertebrates"
100196,"Chile","X2016",NA,0,"Cnidarians nei","Marine Invertebrates"
600245,"Chile","X2010",122744,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2011",159578,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2012",161953,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2013",144577,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2014",158947,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2015",127016,0,"Coho Silver salmon","Salmons"
600245,"Chile","X2016",110980,0,"Coho Silver salmon","Salmons"
601450,"Chile","X2010",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2011",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2012",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2013",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2014",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2015",NA,0,"Common carp","Marine Fishes"
601450,"Chile","X2016",NA,0,"Common carp","Marine Fishes"
600006,"Chile","X2010",NA,402,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2011",NA,337,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2012",NA,0,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2013",NA,0,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2014",NA,237,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2015",NA,0,"Common dolphinfish","Marine Fishes"
600006,"Chile","X2016",NA,0,"Common dolphinfish","Marine Fishes"
626675,"Chile","X2010",NA,626,"Corvina drum","Croakers"
626675,"Chile","X2011",NA,863,"Corvina drum","Croakers"
626675,"Chile","X2012",NA,843,"Corvina drum","Croakers"
626675,"Chile","X2013",NA,1563,"Corvina drum","Croakers"
626675,"Chile","X2014",NA,924,"Corvina drum","Croakers"
626675,"Chile","X2015",NA,848,"Corvina drum","Croakers"
626675,"Chile","X2016",NA,1670,"Corvina drum","Croakers"
NA,"Chile","X2010",NA,1417,"Craylets squat lobsters nei",NA
NA,"Chile","X2011",NA,450,"Craylets squat lobsters nei",NA
NA,"Chile","X2012",NA,75,"Craylets squat lobsters nei",NA
NA,"Chile","X2013",NA,47,"Craylets squat lobsters nei",NA
NA,"Chile","X2014",NA,303,"Craylets squat lobsters nei",NA
NA,"Chile","X2015",NA,819,"Craylets squat lobsters nei",NA
NA,"Chile","X2016",NA,189,"Craylets squat lobsters nei",NA
400331,"Chile","X2010",NA,112,"Croakers drums nei","Croakers"
400331,"Chile","X2011",NA,119,"Croakers drums nei","Croakers"
400331,"Chile","X2012",NA,89,"Croakers drums nei","Croakers"
400331,"Chile","X2013",NA,37,"Croakers drums nei","Croakers"
400331,"Chile","X2014",NA,121,"Croakers drums nei","Croakers"
400331,"Chile","X2015",NA,38,"Croakers drums nei","Croakers"
400331,"Chile","X2016",NA,92,"Croakers drums nei","Croakers"
400331,"Chile","X2010",NA,9,"Croakers nei","Croakers"
400331,"Chile","X2011",NA,0,"Croakers nei","Croakers"
400331,"Chile","X2012",NA,8,"Croakers nei","Croakers"
400331,"Chile","X2013",NA,1,"Croakers nei","Croakers"
400331,"Chile","X2014",NA,0,"Croakers nei","Croakers"
400331,"Chile","X2015",NA,1,"Croakers nei","Croakers"
400331,"Chile","X2016",NA,5,"Croakers nei","Croakers"
400384,"Chile","X2010",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2011",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2012",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2013",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2014",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2015",NA,0,"Crocodile icefishes nei","Marine Fishes"
400384,"Chile","X2016",NA,0,"Crocodile icefishes nei","Marine Fishes"
