"Taxon.Key","FAO_Name","MatchName","SAU_name","Species","Country","Year","Aquaculture","Capture","Exports","Imports","Production","DHC_Use","FMFO_Use","Other_Use","Discards"
650136,NA,"Argentinian sandperch",NA,"Argentinian sandperch","Brazil","X2016",0,600,0,0,0,NA,NA,NA,NA
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2010",0,6002,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2011",0,5586,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2012",0,6078,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2013",0,5246,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2014",0,6332,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2015",0,5700,0,0,0,0.999,0.001,0.001,0
652918,NA,"Stripped weakfish","Cynoscion guatucupa","Stripped weakfish","Brazil","X2016",0,5700,0,0,0,0.999,0.001,0.001,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2010",0,16977,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2011",0,28814,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2012",0,23214,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2013",0,11955,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2014",0,35975,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2015",0,34218,0,0,0,0.999,0,0,0
654793,NA,"Southern rays bream","Brama australis","Southern rays bream","Chile","X2016",0,27586,0,0,0,0.999,0,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2011",0,2454,0,0,0,0.686,0.313,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2012",0,10662,0,0,0,0.686,0.313,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2013",0,7259,0,0,0,0.686,0.313,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2014",0,9278,0,0,0,0.686,0.313,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2015",0,7279,0,0,0,0.686,0.313,0,0
690016,NA,"Antarctic krill","Euphausia superba","Antarctic krill","Chile","X2016",0,3708,0,0,0,0.686,0.313,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2011",0,943,0,0,0,0.999,0,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2012",0,1037,0,0,0,0.999,0,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2013",0,936,0,0,0,0.999,0,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2014",0,944,0,0,0,0.999,0,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2015",0,850,0,0,0,0.999,0,0,0
690022,NA,"Argentine red shrimp","Pleoticus muelleri","Argentine red shrimp","Brazil","X2016",0,850,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2011",0,3110,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2012",0,3420,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2013",0,3087,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2014",0,3115,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2015",0,2800,0,0,0,0.999,0,0,0
690024,NA,"Argentine stiletto shrimp","Artemesia longinaris","Argentine stiletto shrimp","Brazil","X2016",0,2800,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2010",0,15276,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2011",0,15075,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2012",0,16577,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2013",0,14963,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2014",0,15098,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2015",0,13520,0,0,0,0.999,0,0,0
690032,NA,"Atlantic seabob","Xiphopenaeus kroyeri","Atlantic seabob","Brazil","X2016",0,13520,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2010",0,6866,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2011",0,6776,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2012",0,7451,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2013",0,6726,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2014",0,6787,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2015",0,6100,0,0,0,0.999,0,0,0
690071,NA,"Caribbean spiny lobster","Panulirus argus","Caribbean spiny lobster","Brazil","X2016",0,6100,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2010",163,14,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2011",219,24,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2012",194,11,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2013",227,6,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2014",225,19,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2015",215,19,0,0,0,0.999,0,0,0
690075,NA,"Chilean flat oyster","Ostrea chilensis","Chilean flat oyster","Chile","X2016",227,109,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2010",221522,354,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2011",288583,408,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2012",244137,400,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2013",241841,355,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2014",238088,739,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2015",208707,1142,0,0,0,0.999,0,0,0
690076,NA,"Chilean mussel","Mytilus chilensis","Chilean mussel","Chile","X2016",300648,2129,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2010",0,4795,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2011",0,4503,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2012",0,4311,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2013",0,4583,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2014",0,4597,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2015",0,4294,0,0,0,0.999,0,0,0
690077,NA,"Chilean nylon shrimp","Heterocarpus reedi","Chilean nylon shrimp","Chile","X2016",0,4854,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2010",0,32060,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2011",0,31901,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2012",0,29162,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2013",0,30446,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2014",0,32343,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2015",0,31085,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin","Loxechinus albus","Chilean sea urchin","Chile","X2016",0,29086,0,0,0,0.999,0,0,0
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2010",0,1314,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2011",0,1552,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2012",0,2295,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2013",0,1067,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2014",0,1869,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2015",0,1273,0,0,0,NA,NA,NA,NA
690078,NA,"Chilean sea urchin",NA,"Chilean sea urchin","Peru","X2016",0,1113,0,0,0,NA,NA,NA,NA
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2010",1736,3638,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2011",3638,1555,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2012",1995,2646,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2013",3775,4779,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2014",1172,3347,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2015",1068,5901,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Chile","X2016",1005,7486,0,0,0,0.999,0,0,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2010",0,9022,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2011",0,9171,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2012",0,8451,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2013",0,6954,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2014",0,5866,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2015",0,4476,0,0,0,0.999,0.001,0.001,0
690081,NA,"Chilean ribbed mussel","Aulacomya ater","Chilean ribbed mussel","Peru","X2016",0,3682,0,0,0,0.999,0.001,0.001,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2010",757,559,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2011",825,541,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2012",330,521,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2013",550,640,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2014",1561,528,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2015",1581,967,0,0,0,0.999,0,0,0
690082,NA,"Choro mussel","Choromytilus chorus","Choro mussel","Chile","X2016",691,1648,0,0,0,0.999,0,0,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2010",0,2274,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2011",0,2243,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2012",0,2466,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2013",0,2226,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2014",0,2246,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2015",0,2020,0,0,0,0.999,0.001,0.001,0
690105,NA,"Dana's swimming crab","Callinectes danae","Dana's swimming crab","Brazil","X2016",0,2020,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2010",0,3009,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2011",0,2255,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2012",0,2252,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2013",0,2067,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2014",0,2250,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2015",0,2395,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Chile","X2016",0,4662,0,0,0,0.999,0,0,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2010",0,2237,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2011",0,1195,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2012",0,1312,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2013",0,739,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2014",0,1342,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2015",0.5,480,0,0,0,0.999,0.001,0.001,0
690127,NA,"False abalone","Concholepas concholepas","False abalone","Peru","X2016",0,573,0,0,0,0.999,0.001,0.001,0
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2010",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2011",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2012",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2013",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2014",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2015",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Brazil","X2016",100,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2010",15,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2011",12.7,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2012",11.4,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2013",20.15,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2014",78.13,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2015",20.8,0,0,0,0,NA,NA,NA,NA
690151,NA,"Giant tiger prawn",NA,"Giant tiger prawn","Peru","X2016",33.61,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2011",6,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2012",25,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2013",23,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2014",16,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2015",12,0,0,0,0,NA,NA,NA,NA
690195,NA,"Japanese abalone",NA,"Japanese abalone","Chile","X2016",2,0,0,0,0,NA,NA,NA,NA
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2010",0,72,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2011",0,106,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2012",0,100,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2013",0,88,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2014",0,90,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2015",0,91,0,0,0,0.999,0,0,0
690205,NA,"Juan Fernandez rock lobster","Jasus frontalis","Juan Fernandez rock lobster","Chile","X2016",0,89,0,0,0,0.999,0,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2010",0,200428,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2011",0,163495,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2012",0,144965,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2013",0,106271,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2014",0,176602,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2015",0,143684,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Chile","X2016",0,180914,0,0,0,0.749,0.251,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2010",0,369822,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2011",0,404730,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2012",0,497462,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2013",0,451061,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2014",0,612444,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2015",0,517974,0,0,0,0.284,0.716,0,0
690206,NA,"Jumbo flying squid","Dosidicus gigas","Jumbo flying squid","Peru","X2016",0,323337,0,0,0,0.284,0.716,0,0
690211,NA,"King crab",NA,"King crab","Chile","X2010",0,0,2127,1,1901,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2011",0,0,2363,12,3088,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2012",0,0,3056,5,3608,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2013",0,0,3261,5,3286,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2014",0,0,4015,25,4063,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2015",0,0,3992,28,3885,NA,NA,NA,NA
690211,NA,"King crab",NA,"King crab","Chile","X2016",0,0,3650,8,3781,NA,NA,NA,NA
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2010",0,4056,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2011",0,2734,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2012",0,2879,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2013",0,2741,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2014",0,832,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2015",0,1255,0,0,0,0.999,0,0,0
690230,NA,"Macha clam","Mesodesma donacium","Macha clam","Chile","X2016",0,1003,0,0,0,0.999,0,0,0
690283,NA,"Pacific cupped oyster",NA,"Pacific cupped oyster","Chile","X2010",94,0,0,0,0,NA,NA,NA,NA
690283,NA,"Pacific cupped oyster",NA,"Pacific cupped oyster","Chile","X2014",83,0,0,0,0,NA,NA,NA,NA
690283,NA,"Pacific cupped oyster",NA,"Pacific cupped oyster","Chile","X2016",43,0,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2010",0,4798,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2011",0,2251,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2012",0,20484,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2013",0,16611,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2014",0,12527,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2015",0,18330,0,0,0,NA,NA,NA,NA
690296,NA,"Patagonian squid",NA,"Patagonian squid","Peru","X2016",0,6924,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2010",8840,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2011",11018,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2012",5798,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2013",5001,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2014",4146,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2015",2960,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop",NA,"Peruvian calico scallop","Chile","X2016",3547,0,0,0,0,NA,NA,NA,NA
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2010",58101,62827,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2011",52213,93050,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2012",24781.7,14896,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2013",67694.4,22178,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2014",55096.2,56002,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2015",23028.6,17176,0,0,0,0.999,0,0,0
690303,NA,"Peruvian calico scallop","Argopecten purpuratus","Peruvian calico scallop","Peru","X2016",20974.99,13343,0,0,0,0.999,0,0,0
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2010",794,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2011",835,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2012",828,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2013",1111,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2014",1130,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2015",965,0,0,0,0,NA,NA,NA,NA
690317,NA,"Red abalone",NA,"Red abalone","Chile","X2016",1274,0,0,0,0,NA,NA,NA,NA
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2010",0,877,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2011",0,1033,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2012",0,1282,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2013",0,1121,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2014",0,1895,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2015",0,2274,0,0,0,0.999,0,0,0
690322,NA,"Red sea squirt","Pyura chilensis","Red sea squirt","Chile","X2016",0,2120,0,0,0,0.999,0,0,0
