"subsector","year","region","month","species","tons","international_waters"
"fabric_vessel",2013,"V","anual","REINETA",NA,0
"fabric_vessel",2013,"VI","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"VI","anual","BROTULA",NA,0
"fabric_vessel",2013,"VI","anual","CABRILLA",NA,0
"fabric_vessel",2013,"VI","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"VI","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"VI","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"VI","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"VI","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"VI","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"VI","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"VI","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"VI","anual","REINETA",NA,0
"fabric_vessel",2013,"VII","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"VII","anual","BROTULA",NA,0
"fabric_vessel",2013,"VII","anual","CABRILLA",NA,0
"fabric_vessel",2013,"VII","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"VII","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"VII","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"VII","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"VII","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"VII","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"VII","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"VII","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"VII","anual","REINETA",NA,0
"fabric_vessel",2013,"VIII","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"VIII","anual","BROTULA",NA,0
"fabric_vessel",2013,"VIII","anual","CABRILLA",NA,0
"fabric_vessel",2013,"VIII","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"VIII","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"VIII","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"VIII","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"VIII","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"VIII","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"VIII","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"VIII","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"VIII","anual","REINETA",NA,0
"fabric_vessel",2013,"IX","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"IX","anual","BROTULA",NA,0
"fabric_vessel",2013,"IX","anual","CABRILLA",NA,0
"fabric_vessel",2013,"IX","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"IX","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"IX","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"IX","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"IX","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"IX","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"IX","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"IX","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"IX","anual","REINETA",NA,0
"fabric_vessel",2013,"XIV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"XIV","anual","BROTULA",NA,0
"fabric_vessel",2013,"XIV","anual","CABRILLA",NA,0
"fabric_vessel",2013,"XIV","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"XIV","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"XIV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"XIV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"XIV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"XIV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"XIV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"XIV","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"XIV","anual","REINETA",NA,0
"fabric_vessel",2013,"X","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2013,"X","anual","BROTULA",NA,0
"fabric_vessel",2013,"X","anual","CABRILLA",NA,0
"fabric_vessel",2013,"X","anual","CHANCHARRO",NA,0
"fabric_vessel",2013,"X","anual","COJINOBA DEL SUR",NA,0
"fabric_vessel",2013,"X","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2013,"X","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2013,"X","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2013,"X","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2013,"X","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2013,"X","anual","PEJERRATA",NA,0
"fabric_vessel",2013,"X","anual","REINETA",NA,0
"fabric_vessel",2013,"XI","anual","BACALAO DE PROFUNDIDAD",15,0
"fabric_vessel",2013,"XI","anual","BROTULA",29,0
"fabric_vessel",2013,"XI","anual","CABRILLA",NA,0
"fabric_vessel",2013,"XI","anual","CHANCHARRO",7,0
"fabric_vessel",2013,"XI","anual","COJINOBA DEL SUR",2,0
"fabric_vessel",2013,"XI","anual","COJINOBA MOTEADA",92,0
"fabric_vessel",2013,"XI","anual","CONGRIO DORADO",243,0
"fabric_vessel",2013,"XI","anual","MERLUZA DE COLA",1100,0
"fabric_vessel",2013,"XI","anual","MERLUZA DE TRES ALETAS",395,0
"fabric_vessel",2013,"XI","anual","MERLUZA DEL SUR O AUSTRAL",2152,0
"fabric_vessel",2013,"XI","anual","PEJERRATA",2,0
"fabric_vessel",2013,"XI","anual","REINETA",5,0
"fabric_vessel",2013,"XII","anual","BACALAO DE PROFUNDIDAD",2113,0
"fabric_vessel",2013,"XII","anual","BROTULA",339,0
"fabric_vessel",2013,"XII","anual","CABRILLA",1,0
"fabric_vessel",2013,"XII","anual","CHANCHARRO",19,0
"fabric_vessel",2013,"XII","anual","COJINOBA DEL SUR",111,0
"fabric_vessel",2013,"XII","anual","COJINOBA MOTEADA",2399,0
"fabric_vessel",2013,"XII","anual","CONGRIO DORADO",332,0
"fabric_vessel",2013,"XII","anual","MERLUZA DE COLA",20692,0
"fabric_vessel",2013,"XII","anual","MERLUZA DE TRES ALETAS",13525,0
"fabric_vessel",2013,"XII","anual","MERLUZA DEL SUR O AUSTRAL",5364,0
"fabric_vessel",2013,"XII","anual","PEJERRATA",86,0
"fabric_vessel",2013,"XII","anual","REINETA",9,0
"fabric_vessel",2014,"XV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"XV","anual","BROTULA",NA,0
"fabric_vessel",2014,"XV","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"XV","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"XV","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"XV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"XV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"XV","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"XV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"XV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"XV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"XV","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"XV","anual","REINETA",NA,0
"fabric_vessel",2014,"XV","anual","TOLLO",NA,0
"fabric_vessel",2014,"I","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"I","anual","BROTULA",NA,0
"fabric_vessel",2014,"I","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"I","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"I","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"I","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"I","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"I","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"I","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"I","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"I","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"I","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"I","anual","REINETA",NA,0
"fabric_vessel",2014,"I","anual","TOLLO",NA,0
"fabric_vessel",2014,"II","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"II","anual","BROTULA",NA,0
"fabric_vessel",2014,"II","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"II","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"II","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"II","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"II","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"II","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"II","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"II","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"II","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"II","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"II","anual","REINETA",NA,0
"fabric_vessel",2014,"II","anual","TOLLO",NA,0
"fabric_vessel",2014,"III","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"III","anual","BROTULA",NA,0
"fabric_vessel",2014,"III","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"III","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"III","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"III","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"III","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"III","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"III","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"III","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"III","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"III","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"III","anual","REINETA",NA,0
"fabric_vessel",2014,"III","anual","TOLLO",NA,0
"fabric_vessel",2014,"IV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"IV","anual","BROTULA",NA,0
"fabric_vessel",2014,"IV","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"IV","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"IV","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"IV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"IV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"IV","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"IV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"IV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"IV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"IV","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"IV","anual","REINETA",NA,0
"fabric_vessel",2014,"IV","anual","TOLLO",NA,0
"fabric_vessel",2014,"V","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"V","anual","BROTULA",NA,0
"fabric_vessel",2014,"V","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"V","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"V","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"V","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"V","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"V","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"V","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"V","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"V","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"V","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"V","anual","REINETA",NA,0
"fabric_vessel",2014,"V","anual","TOLLO",NA,0
"fabric_vessel",2014,"VI","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"VI","anual","BROTULA",NA,0
"fabric_vessel",2014,"VI","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"VI","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"VI","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"VI","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"VI","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"VI","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"VI","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"VI","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"VI","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"VI","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"VI","anual","REINETA",NA,0
"fabric_vessel",2014,"VI","anual","TOLLO",NA,0
"fabric_vessel",2014,"VII","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"VII","anual","BROTULA",NA,0
"fabric_vessel",2014,"VII","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"VII","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"VII","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"VII","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"VII","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"VII","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"VII","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"VII","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"VII","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"VII","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"VII","anual","REINETA",NA,0
"fabric_vessel",2014,"VII","anual","TOLLO",NA,0
"fabric_vessel",2014,"VIII","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"VIII","anual","BROTULA",NA,0
"fabric_vessel",2014,"VIII","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"VIII","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"VIII","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"VIII","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"VIII","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"VIII","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"VIII","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"VIII","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"VIII","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"VIII","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"VIII","anual","REINETA",NA,0
"fabric_vessel",2014,"VIII","anual","TOLLO",NA,0
"fabric_vessel",2014,"IX","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"IX","anual","BROTULA",NA,0
"fabric_vessel",2014,"IX","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"IX","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"IX","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"IX","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"IX","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"IX","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"IX","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"IX","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"IX","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"IX","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"IX","anual","REINETA",NA,0
"fabric_vessel",2014,"IX","anual","TOLLO",NA,0
"fabric_vessel",2014,"XIV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"XIV","anual","BROTULA",NA,0
"fabric_vessel",2014,"XIV","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"XIV","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"XIV","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"XIV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"XIV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"XIV","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"XIV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"XIV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"XIV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"XIV","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"XIV","anual","REINETA",NA,0
"fabric_vessel",2014,"XIV","anual","TOLLO",NA,0
"fabric_vessel",2014,"X","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2014,"X","anual","BROTULA",NA,0
"fabric_vessel",2014,"X","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2014,"X","anual","CHANCHARRO",NA,0
"fabric_vessel",2014,"X","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"X","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2014,"X","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2014,"X","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"X","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2014,"X","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2014,"X","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2014,"X","anual","PEJERRATA",NA,0
"fabric_vessel",2014,"X","anual","REINETA",NA,0
"fabric_vessel",2014,"X","anual","TOLLO",NA,0
"fabric_vessel",2014,"XI","anual","BACALAO DE PROFUNDIDAD",47,0
"fabric_vessel",2014,"XI","anual","BROTULA",1,0
"fabric_vessel",2014,"XI","anual","CABRILLA COMUN",77,0
"fabric_vessel",2014,"XI","anual","CHANCHARRO",58,0
"fabric_vessel",2014,"XI","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2014,"XI","anual","COJINOBA MOTEADA",18,0
"fabric_vessel",2014,"XI","anual","CONGRIO DORADO",33,0
"fabric_vessel",2014,"XI","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2014,"XI","anual","MERLUZA DE COLA",963,0
"fabric_vessel",2014,"XI","anual","MERLUZA DE TRES ALETAS",8,0
"fabric_vessel",2014,"XI","anual","MERLUZA DEL SUR O AUSTRAL",1035,0
"fabric_vessel",2014,"XI","anual","PEJERRATA",5,0
"fabric_vessel",2014,"XI","anual","REINETA",1,0
"fabric_vessel",2014,"XI","anual","TOLLO",213,0
"fabric_vessel",2014,"XII","anual","BACALAO DE PROFUNDIDAD",989,0
"fabric_vessel",2014,"XII","anual","BROTULA",484,0
"fabric_vessel",2014,"XII","anual","CABRILLA COMUN",1,0
"fabric_vessel",2014,"XII","anual","CHANCHARRO",18,0
"fabric_vessel",2014,"XII","anual","COJINOBA DEL SUR O AZUL",187,0
"fabric_vessel",2014,"XII","anual","COJINOBA MOTEADA",2547,0
"fabric_vessel",2014,"XII","anual","CONGRIO DORADO",161,0
"fabric_vessel",2014,"XII","anual","GRANADERO GRANDE",4,0
"fabric_vessel",2014,"XII","anual","MERLUZA DE COLA",21405,0
"fabric_vessel",2014,"XII","anual","MERLUZA DE TRES ALETAS",8809,0
"fabric_vessel",2014,"XII","anual","MERLUZA DEL SUR O AUSTRAL",3112,0
"fabric_vessel",2014,"XII","anual","PEJERRATA",35,0
"fabric_vessel",2014,"XII","anual","REINETA",35,0
"fabric_vessel",2014,"XII","anual","TOLLO",NA,0
"fabric_vessel",2015,"XV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"XV","anual","BROTULA",NA,0
"fabric_vessel",2015,"XV","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"XV","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"XV","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"XV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"XV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"XV","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"XV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"XV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"XV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"XV","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"XV","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"XV","anual","REINETA",NA,0
"fabric_vessel",2015,"XV","anual","TOLLO",NA,0
"fabric_vessel",2015,"I","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"I","anual","BROTULA",NA,0
"fabric_vessel",2015,"I","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"I","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"I","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"I","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"I","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"I","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"I","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"I","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"I","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"I","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"I","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"I","anual","REINETA",NA,0
"fabric_vessel",2015,"I","anual","TOLLO",NA,0
"fabric_vessel",2015,"II","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"II","anual","BROTULA",NA,0
"fabric_vessel",2015,"II","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"II","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"II","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"II","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"II","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"II","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"II","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"II","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"II","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"II","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"II","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"II","anual","REINETA",NA,0
"fabric_vessel",2015,"II","anual","TOLLO",NA,0
"fabric_vessel",2015,"III","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"III","anual","BROTULA",NA,0
"fabric_vessel",2015,"III","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"III","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"III","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"III","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"III","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"III","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"III","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"III","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"III","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"III","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"III","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"III","anual","REINETA",NA,0
"fabric_vessel",2015,"III","anual","TOLLO",NA,0
"fabric_vessel",2015,"IV","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"IV","anual","BROTULA",NA,0
"fabric_vessel",2015,"IV","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"IV","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"IV","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"IV","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"IV","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"IV","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"IV","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"IV","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"IV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"IV","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"IV","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"IV","anual","REINETA",NA,0
"fabric_vessel",2015,"IV","anual","TOLLO",NA,0
"fabric_vessel",2015,"V","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"V","anual","BROTULA",NA,0
"fabric_vessel",2015,"V","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"V","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"V","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"V","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"V","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"V","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"V","anual","MERLUZA DE COLA",NA,0
"fabric_vessel",2015,"V","anual","MERLUZA DE TRES ALETAS",NA,0
"fabric_vessel",2015,"V","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"fabric_vessel",2015,"V","anual","PEJERRATA O GRANADERO",NA,0
"fabric_vessel",2015,"V","anual","RAYA ESPINOSA",NA,0
"fabric_vessel",2015,"V","anual","REINETA",NA,0
"fabric_vessel",2015,"V","anual","TOLLO",NA,0
"fabric_vessel",2015,"VI","anual","BACALAO DE PROFUNDIDAD",NA,0
"fabric_vessel",2015,"VI","anual","BROTULA",NA,0
"fabric_vessel",2015,"VI","anual","CABRILLA COMUN",NA,0
"fabric_vessel",2015,"VI","anual","CHANCHARRO",NA,0
"fabric_vessel",2015,"VI","anual","COJINOBA DEL SUR O AZUL",NA,0
"fabric_vessel",2015,"VI","anual","COJINOBA MOTEADA",NA,0
"fabric_vessel",2015,"VI","anual","CONGRIO DORADO",NA,0
"fabric_vessel",2015,"VI","anual","GRANADERO GRANDE",NA,0
"fabric_vessel",2015,"VI","anual","MERLUZA DE COLA",NA,0
