"chl_name","m_p","region","tons","product","year","use"
"PAMPANITO","P","II",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","II",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","II",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","II",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","II",2,"oil",2014,"NHC"
"REINETA","M","II",0,"oil",2014,"NHC"
"REINETA","P","II",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","II",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","II",0,"oil",2014,"NHC"
"SARDINA COMUN","M","II",0,"oil",2014,"NHC"
"SARDINA COMUN","P","II",0,"oil",2014,"NHC"
"CALAMAR","M","II",0,"oil",2014,"NHC"
"CALAMAR","P","II",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","II",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","II",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","II",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","II",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","II",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","II",0,"oil",2014,"NHC"
"AGUJILLA","M","III",0,"oil",2014,"NHC"
"AGUJILLA","P","III",0,"oil",2014,"NHC"
"ANCHOVETA","M","III",0,"oil",2014,"NHC"
"ANCHOVETA","P","III",59,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","III",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","III",6,"oil",2014,"NHC"
"CABALLA","M","III",0,"oil",2014,"NHC"
"CABALLA","P","III",51,"oil",2014,"NHC"
"JUREL","M","III",0,"oil",2014,"NHC"
"JUREL","P","III",74,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","III",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","III",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","III",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","III",0,"oil",2014,"NHC"
"PAMPANITO","M","III",0,"oil",2014,"NHC"
"PAMPANITO","P","III",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","III",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","III",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","III",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","III",0,"oil",2014,"NHC"
"REINETA","M","III",0,"oil",2014,"NHC"
"REINETA","P","III",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","III",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","III",0,"oil",2014,"NHC"
"SARDINA COMUN","M","III",0,"oil",2014,"NHC"
"SARDINA COMUN","P","III",0,"oil",2014,"NHC"
"CALAMAR","M","III",0,"oil",2014,"NHC"
"CALAMAR","P","III",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","III",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","III",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","III",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","III",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","III",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","III",0,"oil",2014,"NHC"
"AGUJILLA","M","IV",0,"oil",2014,"NHC"
"AGUJILLA","P","IV",0,"oil",2014,"NHC"
"ANCHOVETA","M","IV",0,"oil",2014,"NHC"
"ANCHOVETA","P","IV",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","IV",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","IV",0,"oil",2014,"NHC"
"CABALLA","M","IV",0,"oil",2014,"NHC"
"CABALLA","P","IV",0,"oil",2014,"NHC"
"JUREL","M","IV",0,"oil",2014,"NHC"
"JUREL","P","IV",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","IV",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","IV",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","IV",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","IV",0,"oil",2014,"NHC"
"PAMPANITO","M","IV",0,"oil",2014,"NHC"
"PAMPANITO","P","IV",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","IV",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","IV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","IV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","IV",0,"oil",2014,"NHC"
"REINETA","M","IV",0,"oil",2014,"NHC"
"REINETA","P","IV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","IV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","IV",0,"oil",2014,"NHC"
"SARDINA COMUN","M","IV",0,"oil",2014,"NHC"
"SARDINA COMUN","P","IV",0,"oil",2014,"NHC"
"CALAMAR","M","IV",0,"oil",2014,"NHC"
"CALAMAR","P","IV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","IV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","IV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","IV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","IV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","IV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","IV",0,"oil",2014,"NHC"
"AGUJILLA","M","V",0,"oil",2014,"NHC"
"AGUJILLA","P","V",0,"oil",2014,"NHC"
"ANCHOVETA","M","V",0,"oil",2014,"NHC"
"ANCHOVETA","P","V",207,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","V",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","V",0,"oil",2014,"NHC"
"CABALLA","M","V",0,"oil",2014,"NHC"
"CABALLA","P","V",0,"oil",2014,"NHC"
"JUREL","M","V",0,"oil",2014,"NHC"
"JUREL","P","V",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","V",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","V",7,"oil",2014,"NHC"
"MERLUZA DE COLA","M","V",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","V",0,"oil",2014,"NHC"
"PAMPANITO","M","V",0,"oil",2014,"NHC"
"PAMPANITO","P","V",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","V",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","V",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","V",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","V",0,"oil",2014,"NHC"
"REINETA","M","V",0,"oil",2014,"NHC"
"REINETA","P","V",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","V",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","V",0,"oil",2014,"NHC"
"SARDINA COMUN","M","V",0,"oil",2014,"NHC"
"SARDINA COMUN","P","V",527,"oil",2014,"NHC"
"CALAMAR","M","V",0,"oil",2014,"NHC"
"CALAMAR","P","V",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","V",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","V",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","V",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","V",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","V",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","V",0,"oil",2014,"NHC"
"AGUJILLA","M","VI",0,"oil",2014,"NHC"
"AGUJILLA","P","VI",0,"oil",2014,"NHC"
"ANCHOVETA","M","VI",0,"oil",2014,"NHC"
"ANCHOVETA","P","VI",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","VI",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","VI",0,"oil",2014,"NHC"
"CABALLA","M","VI",0,"oil",2014,"NHC"
"CABALLA","P","VI",0,"oil",2014,"NHC"
"JUREL","M","VI",0,"oil",2014,"NHC"
"JUREL","P","VI",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","VI",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","VI",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","VI",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","VI",0,"oil",2014,"NHC"
"PAMPANITO","M","VI",0,"oil",2014,"NHC"
"PAMPANITO","P","VI",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","VI",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","VI",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","VI",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","VI",0,"oil",2014,"NHC"
"REINETA","M","VI",0,"oil",2014,"NHC"
"REINETA","P","VI",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","VI",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","VI",0,"oil",2014,"NHC"
"SARDINA COMUN","M","VI",0,"oil",2014,"NHC"
"SARDINA COMUN","P","VI",0,"oil",2014,"NHC"
"CALAMAR","M","VI",0,"oil",2014,"NHC"
"CALAMAR","P","VI",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","VI",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","VI",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","VI",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","VI",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","VI",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","VI",0,"oil",2014,"NHC"
"AGUJILLA","M","VII",0,"oil",2014,"NHC"
"AGUJILLA","P","VII",0,"oil",2014,"NHC"
"ANCHOVETA","M","VII",0,"oil",2014,"NHC"
"ANCHOVETA","P","VII",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","VII",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","VII",0,"oil",2014,"NHC"
"CABALLA","M","VII",0,"oil",2014,"NHC"
"CABALLA","P","VII",0,"oil",2014,"NHC"
"JUREL","M","VII",0,"oil",2014,"NHC"
"JUREL","P","VII",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","VII",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","VII",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","VII",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","VII",0,"oil",2014,"NHC"
"PAMPANITO","M","VII",0,"oil",2014,"NHC"
"PAMPANITO","P","VII",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","VII",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","VII",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","VII",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","VII",0,"oil",2014,"NHC"
"REINETA","M","VII",0,"oil",2014,"NHC"
"REINETA","P","VII",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","VII",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","VII",0,"oil",2014,"NHC"
"SARDINA COMUN","M","VII",0,"oil",2014,"NHC"
"SARDINA COMUN","P","VII",0,"oil",2014,"NHC"
"CALAMAR","M","VII",0,"oil",2014,"NHC"
"CALAMAR","P","VII",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","VII",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","VII",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","VII",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","VII",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","VII",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","VII",0,"oil",2014,"NHC"
"AGUJILLA","M","VIII",0,"oil",2014,"NHC"
"AGUJILLA","P","VIII",0,"oil",2014,"NHC"
"ANCHOVETA","M","VIII",0,"oil",2014,"NHC"
"ANCHOVETA","P","VIII",4955,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","VIII",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","VIII",3714,"oil",2014,"NHC"
"CABALLA","M","VIII",0,"oil",2014,"NHC"
"CABALLA","P","VIII",435,"oil",2014,"NHC"
"JUREL","M","VIII",0,"oil",2014,"NHC"
"JUREL","P","VIII",2541,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","VIII",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","VIII",371,"oil",2014,"NHC"
"MERLUZA DE COLA","M","VIII",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","VIII",2,"oil",2014,"NHC"
"PAMPANITO","M","VIII",0,"oil",2014,"NHC"
"PAMPANITO","P","VIII",308,"oil",2014,"NHC"
"PEJERREY DE MAR","M","VIII",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","VIII",1,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","VIII",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","VIII",5,"oil",2014,"NHC"
"REINETA","M","VIII",0,"oil",2014,"NHC"
"REINETA","P","VIII",5,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","VIII",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","VIII",39,"oil",2014,"NHC"
"SARDINA COMUN","M","VIII",0,"oil",2014,"NHC"
"SARDINA COMUN","P","VIII",39763,"oil",2014,"NHC"
"CALAMAR","M","VIII",0,"oil",2014,"NHC"
"CALAMAR","P","VIII",1,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","VIII",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","VIII",178,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","VIII",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","VIII",1,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","VIII",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","VIII",0,"oil",2014,"NHC"
"AGUJILLA","M","IX",0,"oil",2014,"NHC"
"AGUJILLA","P","IX",0,"oil",2014,"NHC"
"ANCHOVETA","M","IX",0,"oil",2014,"NHC"
"ANCHOVETA","P","IX",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","IX",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","IX",0,"oil",2014,"NHC"
"CABALLA","M","IX",0,"oil",2014,"NHC"
"CABALLA","P","IX",0,"oil",2014,"NHC"
"JUREL","M","IX",0,"oil",2014,"NHC"
"JUREL","P","IX",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","IX",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","IX",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","IX",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","IX",0,"oil",2014,"NHC"
"PAMPANITO","M","IX",0,"oil",2014,"NHC"
"PAMPANITO","P","IX",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","IX",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","IX",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","IX",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","IX",0,"oil",2014,"NHC"
"REINETA","M","IX",0,"oil",2014,"NHC"
"REINETA","P","IX",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","IX",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","IX",0,"oil",2014,"NHC"
"SARDINA COMUN","M","IX",0,"oil",2014,"NHC"
"SARDINA COMUN","P","IX",0,"oil",2014,"NHC"
"CALAMAR","M","IX",0,"oil",2014,"NHC"
"CALAMAR","P","IX",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","IX",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","IX",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","IX",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","IX",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","IX",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","IX",0,"oil",2014,"NHC"
"AGUJILLA","M","XIV",0,"oil",2014,"NHC"
"AGUJILLA","P","XIV",0,"oil",2014,"NHC"
"ANCHOVETA","M","XIV",0,"oil",2014,"NHC"
"ANCHOVETA","P","XIV",75,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","XIV",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","XIV",323,"oil",2014,"NHC"
"CABALLA","M","XIV",0,"oil",2014,"NHC"
"CABALLA","P","XIV",0,"oil",2014,"NHC"
"JUREL","M","XIV",0,"oil",2014,"NHC"
"JUREL","P","XIV",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","XIV",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","XIV",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","XIV",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","XIV",0,"oil",2014,"NHC"
"PAMPANITO","M","XIV",0,"oil",2014,"NHC"
"PAMPANITO","P","XIV",3,"oil",2014,"NHC"
"PEJERREY DE MAR","M","XIV",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","XIV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","XIV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","XIV",0,"oil",2014,"NHC"
"REINETA","M","XIV",0,"oil",2014,"NHC"
"REINETA","P","XIV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","XIV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","XIV",0,"oil",2014,"NHC"
"SARDINA COMUN","M","XIV",0,"oil",2014,"NHC"
"SARDINA COMUN","P","XIV",6318,"oil",2014,"NHC"
"CALAMAR","M","XIV",0,"oil",2014,"NHC"
"CALAMAR","P","XIV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","XIV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","XIV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","XIV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","XIV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","XIV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","XIV",0,"oil",2014,"NHC"
"AGUJILLA","M","X",0,"oil",2014,"NHC"
"AGUJILLA","P","X",0,"oil",2014,"NHC"
"ANCHOVETA","M","X",0,"oil",2014,"NHC"
"ANCHOVETA","P","X",11,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","X",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","X",5,"oil",2014,"NHC"
"CABALLA","M","X",0,"oil",2014,"NHC"
"CABALLA","P","X",0,"oil",2014,"NHC"
"JUREL","M","X",0,"oil",2014,"NHC"
"JUREL","P","X",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","X",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","X",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","X",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","X",0,"oil",2014,"NHC"
"PAMPANITO","M","X",0,"oil",2014,"NHC"
"PAMPANITO","P","X",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","X",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","X",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","X",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","X",0,"oil",2014,"NHC"
"REINETA","M","X",0,"oil",2014,"NHC"
"REINETA","P","X",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","X",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","X",1914,"oil",2014,"NHC"
"SARDINA COMUN","M","X",0,"oil",2014,"NHC"
"SARDINA COMUN","P","X",204,"oil",2014,"NHC"
"CALAMAR","M","X",0,"oil",2014,"NHC"
"CALAMAR","P","X",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","X",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","X",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","X",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","X",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","X",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","X",4,"oil",2014,"NHC"
"AGUJILLA","M","XI",0,"oil",2014,"NHC"
"AGUJILLA","P","XI",0,"oil",2014,"NHC"
"ANCHOVETA","M","XI",0,"oil",2014,"NHC"
"ANCHOVETA","P","XI",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","XI",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","XI",0,"oil",2014,"NHC"
"CABALLA","M","XI",0,"oil",2014,"NHC"
"CABALLA","P","XI",0,"oil",2014,"NHC"
"JUREL","M","XI",0,"oil",2014,"NHC"
"JUREL","P","XI",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","XI",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","XI",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","XI",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","XI",0,"oil",2014,"NHC"
"PAMPANITO","M","XI",0,"oil",2014,"NHC"
"PAMPANITO","P","XI",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","XI",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","XI",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","XI",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","XI",0,"oil",2014,"NHC"
"REINETA","M","XI",0,"oil",2014,"NHC"
"REINETA","P","XI",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","XI",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","XI",0,"oil",2014,"NHC"
"SARDINA COMUN","M","XI",0,"oil",2014,"NHC"
"SARDINA COMUN","P","XI",0,"oil",2014,"NHC"
"CALAMAR","M","XI",0,"oil",2014,"NHC"
"CALAMAR","P","XI",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","XI",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","XI",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","XI",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","XI",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","XI",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","XI",0,"oil",2014,"NHC"
"AGUJILLA","M","XII",0,"oil",2014,"NHC"
"AGUJILLA","P","XII",0,"oil",2014,"NHC"
"ANCHOVETA","M","XII",0,"oil",2014,"NHC"
"ANCHOVETA","P","XII",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","XII",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","XII",0,"oil",2014,"NHC"
"CABALLA","M","XII",0,"oil",2014,"NHC"
"CABALLA","P","XII",0,"oil",2014,"NHC"
"JUREL","M","XII",0,"oil",2014,"NHC"
"JUREL","P","XII",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","XII",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","XII",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","XII",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","XII",0,"oil",2014,"NHC"
"PAMPANITO","M","XII",0,"oil",2014,"NHC"
"PAMPANITO","P","XII",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","XII",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","XII",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","XII",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","XII",0,"oil",2014,"NHC"
"REINETA","M","XII",0,"oil",2014,"NHC"
"REINETA","P","XII",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","XII",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","XII",0,"oil",2014,"NHC"
"SARDINA COMUN","M","XII",0,"oil",2014,"NHC"
"SARDINA COMUN","P","XII",0,"oil",2014,"NHC"
"CALAMAR","M","XII",0,"oil",2014,"NHC"
"CALAMAR","P","XII",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","XII",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","XII",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","XII",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","XII",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","XII",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","XII",0,"oil",2014,"NHC"
"AGUJILLA","M","RM",0,"oil",2014,"NHC"
"AGUJILLA","P","RM",0,"oil",2014,"NHC"
"ANCHOVETA","M","RM",0,"oil",2014,"NHC"
"ANCHOVETA","P","RM",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","RM",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","RM",0,"oil",2014,"NHC"
"CABALLA","M","RM",0,"oil",2014,"NHC"
"CABALLA","P","RM",0,"oil",2014,"NHC"
"JUREL","M","RM",0,"oil",2014,"NHC"
"JUREL","P","RM",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","RM",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","RM",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","RM",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","RM",0,"oil",2014,"NHC"
"PAMPANITO","M","RM",0,"oil",2014,"NHC"
"PAMPANITO","P","RM",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","RM",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","RM",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","RM",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","RM",0,"oil",2014,"NHC"
"REINETA","M","RM",0,"oil",2014,"NHC"
"REINETA","P","RM",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","RM",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","RM",0,"oil",2014,"NHC"
"SARDINA COMUN","M","RM",0,"oil",2014,"NHC"
"SARDINA COMUN","P","RM",0,"oil",2014,"NHC"
"CALAMAR","M","RM",0,"oil",2014,"NHC"
"CALAMAR","P","RM",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","RM",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","RM",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","RM",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","RM",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","RM",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","RM",0,"oil",2014,"NHC"
"AGUJILLA","M","XV",0,"oil",2016,"NHC"
"AGUJILLA","P","XV",0,"oil",2016,"NHC"
"ANCHOVETA","M","XV",0,"oil",2016,"NHC"
"ANCHOVETA","P","XV",261,"oil",2016,"NHC"
"BACALADILLO O MOTE","M","XV",0,"oil",2016,"NHC"
"BACALADILLO O MOTE","P","XV",0,"oil",2016,"NHC"
"CABALLA","M","XV",0,"oil",2016,"NHC"
"CABALLA","P","XV",2,"oil",2016,"NHC"
"JUREL","M","XV",0,"oil",2016,"NHC"
"JUREL","P","XV",3,"oil",2016,"NHC"
"MACHUELO O TRITRE","M","XV",0,"oil",2016,"NHC"
"MACHUELO O TRITRE","P","XV",0,"oil",2016,"NHC"
"MERLUZA COMUN","M","XV",0,"oil",2016,"NHC"
"MERLUZA DE COLA","P","XV",0,"oil",2016,"NHC"
"PAMPANITO","M","XV",0,"oil",2016,"NHC"
"PAMPANITO","P","XV",0,"oil",2016,"NHC"
