"chl_name","m_p","region","tons","product","year","use"
"BONITO","P","IX",0,"fish meal",2017,"NHC"
"CABALLA","M","IX",0,"fish meal",2017,"NHC"
"CABALLA","P","IX",0,"fish meal",2017,"NHC"
"CABINZA","M","IX",0,"fish meal",2017,"NHC"
"CABINZA","P","IX",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","IX",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","IX",0,"fish meal",2017,"NHC"
"JUREL","M","IX",0,"fish meal",2017,"NHC"
"JUREL","P","IX",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","IX",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","IX",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","IX",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","IX",0,"fish meal",2017,"NHC"
"PAMPANITO","M","IX",0,"fish meal",2017,"NHC"
"PAMPANITO","P","IX",0,"fish meal",2017,"NHC"
"RONCACHO","M","IX",0,"fish meal",2017,"NHC"
"RONCACHO","P","IX",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","IX",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","IX",0,"fish meal",2017,"NHC"
"SARDINA COMUN","M","IX",0,"fish meal",2017,"NHC"
"SARDINA COMUN","P","IX",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","IX",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","IX",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","IX",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","IX",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","IX",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","IX",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","IX",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","IX",0,"fish meal",2017,"NHC"
"AGUJILLA","M","XIV",0,"fish meal",2017,"NHC"
"AGUJILLA","P","XIV",0,"fish meal",2017,"NHC"
"ANCHOVETA","M","XIV",2144,"fish meal",2017,"NHC"
"ANCHOVETA","P","XIV",439,"fish meal",2017,"NHC"
"APANADO","M","XIV",0,"fish meal",2017,"NHC"
"APANADO","P","XIV",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","M","XIV",2131,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","P","XIV",433,"fish meal",2017,"NHC"
"BONITO","M","XIV",0,"fish meal",2017,"NHC"
"BONITO","P","XIV",0,"fish meal",2017,"NHC"
"CABALLA","M","XIV",0,"fish meal",2017,"NHC"
"CABALLA","P","XIV",0,"fish meal",2017,"NHC"
"CABINZA","M","XIV",0,"fish meal",2017,"NHC"
"CABINZA","P","XIV",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","XIV",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","XIV",0,"fish meal",2017,"NHC"
"JUREL","M","XIV",943,"fish meal",2017,"NHC"
"JUREL","P","XIV",249,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","XIV",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","XIV",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","XIV",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","XIV",0,"fish meal",2017,"NHC"
"PAMPANITO","M","XIV",514,"fish meal",2017,"NHC"
"PAMPANITO","P","XIV",102,"fish meal",2017,"NHC"
"RONCACHO","M","XIV",0,"fish meal",2017,"NHC"
"RONCACHO","P","XIV",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","XIV",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","XIV",0,"fish meal",2017,"NHC"
"SARDINA COMUN","M","XIV",51076,"fish meal",2017,"NHC"
"SARDINA COMUN","P","XIV",10365,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","XIV",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","XIV",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","XIV",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","XIV",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","XIV",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","XIV",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","XIV",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","XIV",0,"fish meal",2017,"NHC"
"AGUJILLA","M","X",0,"fish meal",2017,"NHC"
"AGUJILLA","P","X",0,"fish meal",2017,"NHC"
"ANCHOVETA","M","X",1189,"fish meal",2017,"NHC"
"ANCHOVETA","P","X",229,"fish meal",2017,"NHC"
"APANADO","M","X",0,"fish meal",2017,"NHC"
"APANADO","P","X",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","M","X",1626,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","P","X",299,"fish meal",2017,"NHC"
"BONITO","M","X",0,"fish meal",2017,"NHC"
"BONITO","P","X",0,"fish meal",2017,"NHC"
"CABALLA","M","X",0,"fish meal",2017,"NHC"
"CABALLA","P","X",0,"fish meal",2017,"NHC"
"CABINZA","M","X",0,"fish meal",2017,"NHC"
"CABINZA","P","X",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","X",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","X",0,"fish meal",2017,"NHC"
"JUREL","M","X",0,"fish meal",2017,"NHC"
"JUREL","P","X",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","X",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","X",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","X",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","X",3201,"fish meal",2017,"NHC"
"PAMPANITO","M","X",164,"fish meal",2017,"NHC"
"PAMPANITO","P","X",33,"fish meal",2017,"NHC"
"RONCACHO","M","X",0,"fish meal",2017,"NHC"
"RONCACHO","P","X",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","X",11878,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","X",2198,"fish meal",2017,"NHC"
"SARDINA COMUN","M","X",5814,"fish meal",2017,"NHC"
"SARDINA COMUN","P","X",1090,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","X",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","X",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","X",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","X",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","X",9,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","X",2,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","X",19,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","X",4,"fish meal",2017,"NHC"
"AGUJILLA","M","XI",0,"fish meal",2017,"NHC"
"AGUJILLA","P","XI",0,"fish meal",2017,"NHC"
"ANCHOVETA","M","XI",0,"fish meal",2017,"NHC"
"ANCHOVETA","P","XI",0,"fish meal",2017,"NHC"
"APANADO","M","XI",0,"fish meal",2017,"NHC"
"APANADO","P","XI",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","M","XI",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","P","XI",0,"fish meal",2017,"NHC"
"BONITO","M","XI",0,"fish meal",2017,"NHC"
"BONITO","P","XI",0,"fish meal",2017,"NHC"
"CABALLA","M","XI",0,"fish meal",2017,"NHC"
"CABALLA","P","XI",0,"fish meal",2017,"NHC"
"CABINZA","M","XI",0,"fish meal",2017,"NHC"
"CABINZA","P","XI",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","XI",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","XI",0,"fish meal",2017,"NHC"
"JUREL","M","XI",0,"fish meal",2017,"NHC"
"JUREL","P","XI",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","XI",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","XI",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","XI",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","XI",322,"fish meal",2017,"NHC"
"PAMPANITO","M","XI",0,"fish meal",2017,"NHC"
"PAMPANITO","P","XI",0,"fish meal",2017,"NHC"
"RONCACHO","M","XI",0,"fish meal",2017,"NHC"
"RONCACHO","P","XI",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","XI",3193,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","XI",592,"fish meal",2017,"NHC"
"SARDINA COMUN","M","XI",0,"fish meal",2017,"NHC"
"SARDINA COMUN","P","XI",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","XI",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","XI",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","XI",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","XI",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","XI",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","XI",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","XI",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","XI",0,"fish meal",2017,"NHC"
"AGUJILLA","M","XII",0,"fish meal",2017,"NHC"
"AGUJILLA","P","XII",0,"fish meal",2017,"NHC"
"ANCHOVETA","M","XII",0,"fish meal",2017,"NHC"
"ANCHOVETA","P","XII",0,"fish meal",2017,"NHC"
"APANADO","M","XII",0,"fish meal",2017,"NHC"
"APANADO","P","XII",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","M","XII",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","P","XII",0,"fish meal",2017,"NHC"
"BONITO","M","XII",0,"fish meal",2017,"NHC"
"BONITO","P","XII",0,"fish meal",2017,"NHC"
"CABALLA","M","XII",0,"fish meal",2017,"NHC"
"CABALLA","P","XII",0,"fish meal",2017,"NHC"
"CABINZA","M","XII",0,"fish meal",2017,"NHC"
"CABINZA","P","XII",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","XII",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","XII",0,"fish meal",2017,"NHC"
"JUREL","M","XII",0,"fish meal",2017,"NHC"
"JUREL","P","XII",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","XII",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","XII",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","XII",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","XII",0,"fish meal",2017,"NHC"
"PAMPANITO","M","XII",0,"fish meal",2017,"NHC"
"PAMPANITO","P","XII",0,"fish meal",2017,"NHC"
"RONCACHO","M","XII",0,"fish meal",2017,"NHC"
"RONCACHO","P","XII",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","XII",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","XII",0,"fish meal",2017,"NHC"
"SARDINA COMUN","M","XII",0,"fish meal",2017,"NHC"
"SARDINA COMUN","P","XII",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","XII",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","XII",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","XII",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","XII",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","XII",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","XII",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","XII",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","XII",0,"fish meal",2017,"NHC"
"AGUJILLA","M","RM",0,"fish meal",2017,"NHC"
"AGUJILLA","P","RM",0,"fish meal",2017,"NHC"
"ANCHOVETA","M","RM",0,"fish meal",2017,"NHC"
"ANCHOVETA","P","RM",0,"fish meal",2017,"NHC"
"APANADO","M","RM",0,"fish meal",2017,"NHC"
"APANADO","P","RM",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","M","RM",0,"fish meal",2017,"NHC"
"BACALADILLO O MOTE","P","RM",0,"fish meal",2017,"NHC"
"BONITO","M","RM",0,"fish meal",2017,"NHC"
"BONITO","P","RM",0,"fish meal",2017,"NHC"
"CABALLA","M","RM",0,"fish meal",2017,"NHC"
"CABALLA","P","RM",0,"fish meal",2017,"NHC"
"CABINZA","M","RM",0,"fish meal",2017,"NHC"
"CABINZA","P","RM",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","M","RM",0,"fish meal",2017,"NHC"
"CABRILLA COMUN","P","RM",0,"fish meal",2017,"NHC"
"JUREL","M","RM",0,"fish meal",2017,"NHC"
"JUREL","P","RM",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","M","RM",0,"fish meal",2017,"NHC"
"MACHUELO O TRITRE","P","RM",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","M","RM",0,"fish meal",2017,"NHC"
"MORTALIDAD DE SALMONIDEOS","P","RM",0,"fish meal",2017,"NHC"
"PAMPANITO","M","RM",0,"fish meal",2017,"NHC"
"PAMPANITO","P","RM",0,"fish meal",2017,"NHC"
"RONCACHO","M","RM",0,"fish meal",2017,"NHC"
"RONCACHO","P","RM",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","M","RM",0,"fish meal",2017,"NHC"
"SARDINA AUSTRAL","P","RM",0,"fish meal",2017,"NHC"
"SARDINA COMUN","M","RM",0,"fish meal",2017,"NHC"
"SARDINA COMUN","P","RM",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","M","RM",0,"fish meal",2017,"NHC"
"SARDINA ESPANOLA","P","RM",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","M","RM",0,"fish meal",2017,"NHC"
"JIBIA O CALAMAR ROJO","P","RM",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","M","RM",0,"fish meal",2017,"NHC"
"LANGOSTINO DE LOS CANALES","P","RM",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","M","RM",0,"fish meal",2017,"NHC"
"LANGOSTINO ENANO","P","RM",0,"fish meal",2017,"NHC"
"CHASCA","M","XV",0,"dry algae",2013,"NHC"
"CHASCA","P","XV",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","XV",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","XV",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","XV",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","XV",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","XV",0,"dry algae",2013,"NHC"
"COCHAYUYO","P","XV",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","XV",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","XV",0,"dry algae",2013,"NHC"
"HUIRO","M","XV",0,"dry algae",2013,"NHC"
"HUIRO","P","XV",0,"dry algae",2013,"NHC"
"HUIRO PALO","M","XV",0,"dry algae",2013,"NHC"
"HUIRO PALO","P","XV",0,"dry algae",2013,"NHC"
"LUCHE","M","XV",0,"dry algae",2013,"NHC"
"LUCHE","P","XV",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","XV",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","XV",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","XV",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","XV",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","XV",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","XV",0,"dry algae",2013,"NHC"
"PELILLO","M","XV",0,"dry algae",2013,"NHC"
"PELILLO","P","XV",0,"dry algae",2013,"NHC"
"SPIRULINA","M","XV",0,"dry algae",2013,"NHC"
"SPIRULINA","P","XV",0,"dry algae",2013,"NHC"
"CHASCA","M","I",0,"dry algae",2013,"NHC"
"CHASCA","P","I",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","I",17262,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","I",3925,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","I",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","I",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","I",0,"dry algae",2013,"NHC"
"COCHAYUYO","P","I",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","I",41,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","I",8,"dry algae",2013,"NHC"
"HUIRO","M","I",6107,"dry algae",2013,"NHC"
"HUIRO","P","I",1218,"dry algae",2013,"NHC"
"HUIRO PALO","M","I",2474,"dry algae",2013,"NHC"
"HUIRO PALO","P","I",496,"dry algae",2013,"NHC"
"LUCHE","M","I",0,"dry algae",2013,"NHC"
"LUCHE","P","I",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","I",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","I",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","I",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","I",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","I",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","I",0,"dry algae",2013,"NHC"
"PELILLO","M","I",0,"dry algae",2013,"NHC"
"PELILLO","P","I",0,"dry algae",2013,"NHC"
"SPIRULINA","M","I",12,"dry algae",2013,"NHC"
"SPIRULINA","P","I",6,"dry algae",2013,"NHC"
"CHASCA","M","II",0,"dry algae",2013,"NHC"
"CHASCA","P","II",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","II",80919,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","II",17643,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","II",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","II",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","II",0,"dry algae",2013,"NHC"
"COCHAYUYO","P","II",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","II",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","II",0,"dry algae",2013,"NHC"
"HUIRO","M","II",7170,"dry algae",2013,"NHC"
"HUIRO","P","II",1469,"dry algae",2013,"NHC"
"HUIRO PALO","M","II",5900,"dry algae",2013,"NHC"
"HUIRO PALO","P","II",1170,"dry algae",2013,"NHC"
"LUCHE","M","II",0,"dry algae",2013,"NHC"
"LUCHE","P","II",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","II",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","II",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","II",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","II",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","II",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","II",0,"dry algae",2013,"NHC"
"PELILLO","M","II",0,"dry algae",2013,"NHC"
"PELILLO","P","II",0,"dry algae",2013,"NHC"
"SPIRULINA","M","II",0,"dry algae",2013,"NHC"
"SPIRULINA","P","II",0,"dry algae",2013,"NHC"
"CHASCA","M","III",0,"dry algae",2013,"NHC"
"CHASCA","P","III",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","III",181604,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","III",38406,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","III",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","III",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","III",733,"dry algae",2013,"NHC"
"COCHAYUYO","P","III",223,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","III",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","III",0,"dry algae",2013,"NHC"
"HUIRO","M","III",4190,"dry algae",2013,"NHC"
"HUIRO","P","III",798,"dry algae",2013,"NHC"
"HUIRO PALO","M","III",14733,"dry algae",2013,"NHC"
"HUIRO PALO","P","III",2881,"dry algae",2013,"NHC"
"LUCHE","M","III",0,"dry algae",2013,"NHC"
"LUCHE","P","III",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","III",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","III",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","III",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","III",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","III",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","III",0,"dry algae",2013,"NHC"
"PELILLO","M","III",0,"dry algae",2013,"NHC"
"PELILLO","P","III",0,"dry algae",2013,"NHC"
"SPIRULINA","M","III",0,"dry algae",2013,"NHC"
"SPIRULINA","P","III",0,"dry algae",2013,"NHC"
"CHASCA","M","IV",0,"dry algae",2013,"NHC"
"CHASCA","P","IV",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","IV",20687,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","IV",4430,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","IV",173,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","IV",20,"dry algae",2013,"NHC"
"COCHAYUYO","M","IV",397,"dry algae",2013,"NHC"
"COCHAYUYO","P","IV",125,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","IV",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","IV",0,"dry algae",2013,"NHC"
"HUIRO","M","IV",6211,"dry algae",2013,"NHC"
"HUIRO","P","IV",1242,"dry algae",2013,"NHC"
"HUIRO PALO","M","IV",10667,"dry algae",2013,"NHC"
"HUIRO PALO","P","IV",2085,"dry algae",2013,"NHC"
"LUCHE","M","IV",0,"dry algae",2013,"NHC"
"LUCHE","P","IV",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","IV",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","IV",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","IV",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","IV",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","IV",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","IV",0,"dry algae",2013,"NHC"
"PELILLO","M","IV",1521,"dry algae",2013,"NHC"
"PELILLO","P","IV",187,"dry algae",2013,"NHC"
"SPIRULINA","M","IV",0,"dry algae",2013,"NHC"
"SPIRULINA","P","IV",0,"dry algae",2013,"NHC"
"CHASCA","M","V",115,"dry algae",2013,"NHC"
"CHASCA","P","V",32,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","V",8899,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","V",1998,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","V",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","V",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","V",708,"dry algae",2013,"NHC"
"COCHAYUYO","P","V",221,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","V",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","V",0,"dry algae",2013,"NHC"
"HUIRO","M","V",350,"dry algae",2013,"NHC"
"HUIRO","P","V",67,"dry algae",2013,"NHC"
"HUIRO PALO","M","V",3981,"dry algae",2013,"NHC"
"HUIRO PALO","P","V",748,"dry algae",2013,"NHC"
"LUCHE","M","V",4,"dry algae",2013,"NHC"
"LUCHE","P","V",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","V",723,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","V",132,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","V",495,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","V",94,"dry algae",2013,"NHC"
"LUGA-ROJA","M","V",610,"dry algae",2013,"NHC"
"LUGA-ROJA","P","V",90,"dry algae",2013,"NHC"
"PELILLO","M","V",27643,"dry algae",2013,"NHC"
"PELILLO","P","V",3104,"dry algae",2013,"NHC"
"SPIRULINA","M","V",0,"dry algae",2013,"NHC"
"SPIRULINA","P","V",0,"dry algae",2013,"NHC"
"CHASCA","M","VI",0,"dry algae",2013,"NHC"
"CHASCA","P","VI",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","VI",378,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","VI",77,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","VI",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","VI",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","VI",481,"dry algae",2013,"NHC"
"COCHAYUYO","P","VI",153,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","VI",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","VI",0,"dry algae",2013,"NHC"
"HUIRO","M","VI",107,"dry algae",2013,"NHC"
"HUIRO","P","VI",33,"dry algae",2013,"NHC"
"HUIRO PALO","M","VI",0,"dry algae",2013,"NHC"
"HUIRO PALO","P","VI",0,"dry algae",2013,"NHC"
"LUCHE","M","VI",0,"dry algae",2013,"NHC"
"LUCHE","P","VI",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","VI",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","VI",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","M","VI",0,"dry algae",2013,"NHC"
"LUGA NEGRA O CRESPA","P","VI",0,"dry algae",2013,"NHC"
"LUGA-ROJA","M","VI",0,"dry algae",2013,"NHC"
"LUGA-ROJA","P","VI",0,"dry algae",2013,"NHC"
"PELILLO","M","VI",0,"dry algae",2013,"NHC"
"PELILLO","P","VI",0,"dry algae",2013,"NHC"
"SPIRULINA","M","VI",0,"dry algae",2013,"NHC"
"SPIRULINA","P","VI",0,"dry algae",2013,"NHC"
"CHASCA","M","VII",0,"dry algae",2013,"NHC"
"CHASCA","P","VII",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","M","VII",0,"dry algae",2013,"NHC"
"CHASCON O HUIRO NEGRO","P","VII",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","M","VII",0,"dry algae",2013,"NHC"
"CHICOREA DE MAR","P","VII",0,"dry algae",2013,"NHC"
"COCHAYUYO","M","VII",0,"dry algae",2013,"NHC"
"COCHAYUYO","P","VII",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","M","VII",0,"dry algae",2013,"NHC"
"HAEMATOCOCCUS","P","VII",0,"dry algae",2013,"NHC"
"HUIRO","M","VII",0,"dry algae",2013,"NHC"
"HUIRO","P","VII",0,"dry algae",2013,"NHC"
"HUIRO PALO","M","VII",0,"dry algae",2013,"NHC"
"HUIRO PALO","P","VII",0,"dry algae",2013,"NHC"
"LUCHE","M","VII",0,"dry algae",2013,"NHC"
"LUCHE","P","VII",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","M","VII",0,"dry algae",2013,"NHC"
"LUGA CUCHARA O CORTA","P","VII",0,"dry algae",2013,"NHC"
