year,species,region,price,tons
2013,Acha,1,4429.35183818101,0.03
2013,Albacora o pez espada,1,3827.41428068462,20.75
2013,Albacora o pez espada,2,6151.87755302919,0.51
2013,Albacora o pez espada,3,4798.46449136276,4
2013,Albacora o pez espada,5,3248.19134799941,2
2013,Albacora o pez espada,8,2829.86367439343,90
2013,Almeja,1,295.290122545401,0.3
2013,Almeja,10,471.944749895877,306.967
2013,Almeja,12,290.86077070722,75.05
2013,Almeja,2,516.757714454452,0.62
2013,Almeja,8,815.966109779782,11.89
2013,Anchoveta,8,138.786357596338,26
2013,Apanado,2,1021.21167380284,0.05
2013,Azulejo,1,1223.34479340237,4.88
2013,Bacalao de profundidad,1,8120.47836999852,1.2
2013,Bacalao de profundidad,5,8538.80604360451,3
2013,Bacalao de profundidad,8,8637.23608445298,18
2013,Bilagay,1,1856.10934171395,0.67
2013,Bilagay,2,2559.18106206014,0.111
2013,Blanquillo,8,947.199854626401,15.37
2013,Bonito,2,2214.67591909051,0.02
2013,Caballa,15,1476.450612727,0.02
2013,Caballa,2,1808.65200059058,0.051
2013,Cabinza,1,1476.450612727,0.018
2013,Cabinza,15,2288.49844972686,0.29
2013,Cabinza,4,1476.450612727,0.071
2013,Cabinza,8,1476.450612727,0.02
2013,Cabrilla,2,2362.32098036321,0.087
2013,Cabrilla,3,2399.23224568138,NA
2013,Cabrilla,8,479.846449136276,0.18
2013,Cabrilla comun,1,2569.02406614499,0.172
2013,Cabrilla comun,15,2436.14351099956,0.22
2013,Cabrilla comun,2,3248.19134799941,0.032
2013,Caracol tegula,3,369.112653181751,0.2
2013,Centolla,10,2821.66117098939,3.552
2013,Centolla,12,3776.10446708335,306.14
2013,Centollon,12,821.275653329396,53.34
2013,Chascon o huiro negro,1,561.051232836262,5
2013,Chascon o huiro negro,2,418.645189866786,118.1
2013,Chascon o huiro negro,5,147.6450612727,2
2013,Chascon o huiro negro,8,114.424922486343,86
2013,Chicorea de mar,8,354.348147054481,1.45
2013,Cholga,10,400.328953196516,17.8
2013,Cholga,12,258.378857227226,2
2013,Cholga,15,1107.33795954525,0.08
2013,Cholga,2,295.290122545401,0.5
2013,Cholga,8,976.032285053398,2.27
2013,Chorito,10,253.764949062454,8.462
2013,Chorito,12,258.378857227226,1
2013,Chorito,8,398.641665436291,0.4
2013,Choro,10,1107.33795954525,2.7
2013,Choro,15,1771.74073527241,0.11
2013,Cojinoba del norte,1,11811.604901816,0.06
2013,Cojinoba del norte,15,3875.68285840839,0.14
2013,Cojinoba del norte,2,4675.42694030218,0.543
2013,Cojinoba del norte,3,3454.89443378119,NA
2013,Cojinoba del norte,5,4429.35183818101,1
2013,Cojinoba del norte,9,1476.450612727,NA
2013,Congrio colorado,1,5389.04473645357,0.735
2013,Congrio colorado,2,5154.154866247,0.637
2013,Congrio colorado,3,3322.01387863576,2.578
2013,Congrio colorado,4,4764.90879561897,1.106
2013,Congrio colorado,5,4798.46449136276,2
2013,Congrio colorado,6,4429.35183818101,0.09
2013,Congrio colorado,8,2730.56513318453,9.61
2013,Congrio dorado,10,2103.94212313598,3.29
2013,Congrio dorado,11,1476.450612727,NA
2013,Congrio dorado,12,2573.24249646706,4.49
2013,Congrio dorado,2,2362.32098036321,0.04
2013,Congrio dorado,8,2362.32098036321,16
2013,Congrio negro,1,2436.14351099956,0.04
2013,Congrio negro,15,5167.57714454452,0.04
2013,Congrio negro,3,3691.12653181751,NA
2013,Congrio negro,4,2952.90122545401,0.02
2013,Congrio negro,8,1830.79875978149,11.13
2013,Corvina,1,3691.12653181751,0.47
2013,Corvina,15,4675.42694030218,0.13
2013,Corvina,4,5167.57714454452,0.01
2013,Corvina,6,4429.35183818101,0.01
2013,Corvina,8,2409.89550010663,15.19
2013,Corvina,9,2577.0774331235,NA
2013,Culengue,10,764.063192086225,3.85
2013,Culengue,2,590.580245090802,2.05
2013,Dorado de altura,1,2768.34489886313,11.7
2013,Dorado de altura,2,4281.70677690831,0.345
2013,Dorado de altura,3,4429.35183818101,NA
2013,Erizo,1,1181.1604901816,0.008
2013,Erizo,10,440.320635858064,173.368
2013,Erizo,12,624.169496530341,982.317
2013,Erizo,2,767.754318618042,1.816
2013,Huepo o navaja de mar ,10,1043.35843299375,23.1
2013,Huepo o navaja de mar ,12,838.623948028938,13.09
2013,Huepo o navaja de mar ,8,1101.43215709435,68.07
2013,Huiro ,10,47.9846449136276,206.956
2013,Huiro ,2,258.378857227226,15.3
2013,Huiro palo,1,413.406171563561,0.4
2013,Huiro palo,2,377.549513825905,20.43
2013,Huiro palo,5,177.174073527241,2
2013,Jaiba,8,1735.50058386911,2.04
2013,Jaiba limon,5,1291.89428613613,4
2013,Jaiba limon,8,893.252620699838,0.11
2013,Jaiba marmola,10,392.735862985383,51.14
2013,Jaiba marmola,8,1028.94546272665,25.23
2013,Jaiba mora,4,2509.96604163591,0.065
2013,Jaiba mora,5,1476.450612727,1
2013,Jaiba mora,8,2103.94212313598,0.3
2013,Jaiba peluda,2,1476.450612727,0.075
2013,Jaiba peluda,3,516.757714454452,0.332
2013,Jaiba peluda,5,1476.450612727,1
2013,Jaiba peluda,8,1003.66544912986,24.08
2013,Jaiba reina,8,944.928392145283,23.02
2013,Jaiba remadora,6,1771.74073527241,0.3
2013,Jaiba remadora,8,804.050396180915,36.855
2013,Jerguilla,15,1476.450612727,0.04
2013,Jibia o calamar rojo,4,163.639942910576,109.428
2013,Jibia o calamar rojo,5,249.667798612136,10
2013,Jibia o calamar rojo,8,202.642846596781,474.5
2013,Juliana o tawera,10,198.266225137626,48.98
2013,Jurel,15,2583.78857227226,0.11
2013,Jurel,2,2297.18345333113,0.47
2013,Jurel,3,1661.00693931788,NA
2013,Jurel,4,3227.09919638902,3.328
2013,Jurel,8,646.231075878204,32.43
2013,Lapa,1,1181.1604901816,0.13
2013,Lapa,15,1803.37896268798,0.24
2013,Lapa,2,1447.79010083289,3.968
2013,Lapa,3,1742.21172301787,NA
2013,Lapa,8,1033.5154289089,0.01
2013,Lapa negra,4,2214.67591909051,0.03
2013,Lapa negra,8,1476.450612727,0.32
2013,Lenguado de ojos chicos,2,3764.94906245386,0.028
2013,Lenguado de ojos chicos,3,4576.99689945371,NA
2013,Lenguado de ojos chicos,4,6348.73763472612,0.093
2013,Lenguado de ojos chicos,8,2251.26621688418,4.45
2013,Lenguado de ojos chicos,9,1476.450612727,1
2013,Lisa,15,2399.23224568138,0.12
2013,Loco,12,5182.34165067179,3.9
2013,Loco,8,7899.01077808947,80
2013,Luga luga,10,413.406171563561,0.5
2013,Luga negra o crespa,10,577.92495412457,22.14
2013,Luga negra o crespa,8,295.290122545401,0.6
2013,Luga roja,10,458.007283823023,254.765
2013,Luga roja,12,413.406171563561,180
2013,Macha,10,1100.62682039649,28.456
2013,Machuelo ,4,738.225306363502,0.08
2013,Marlin,1,1476.450612727,1
2013,Merluza comun,3,1624.0956739997,0.065
2013,Merluza comun,4,3577.55340776159,4.715
2013,Merluza comun,5,1673.72346556298,17.134
2013,Merluza comun,6,804.111638121955,37.496
2013,Merluza comun,7,889.859348652156,36.118
2013,Merluza comun,8,1127.99524061802,47.73
2013,Merluza del sur,10,1095.0342044392,12.861
2013,Merluza del sur,11,1242.6792657119,NA
2013,Merluza del sur,12,1687.37212883086,9.41
2013,Navajuela,10,861.262857424086,54.57
2013,Navajuela,8,806.97655011266,121.79
2013,Ostion del sur,12,767.754318618042,86.53
2013,Palomerta,15,2345.91597355513,0.9
2013,Pejegallo,15,2214.67591909051,0.06
2013,Pejegallo,5,738.225306363502,1
2013,Pejegallo,8,1324.76136064553,11.14
2013,Pejegallo,9,1181.1604901816,NA
2013,Pejeperro,3,3764.94906245386,NA
2013,Pejeperro,4,3691.12653181751,0.006
2013,Pejerrey de mar,1,1353.41306166642,4.49
2013,Pejerrey de mar,10,1033.5154289089,1.2
2013,Pejerrey de mar,15,1513.36187804518,0.395
2013,Pejerrey de mar,2,1181.1604901816,0.065
2013,Pejerrey de mar,8,768.322184238322,16.111
2013,Pejezorro,1,1181.1604901816,0.2
2013,Pelillo,8,88.5870367636203,0.04
2013,Picoroco,4,516.757714454452,0.16
2013,Picoroco,8,697.33898170337,1.08
2013,Piure,10,324.819134799941,2
2013,Piure,15,1181.1604901816,0.49
2013,Piure,8,658.585560313008,22.7
2013,Pulpo,1,1525.66563315124,2.395
2013,Pulpo,10,1138.97618696083,12.03
2013,Pulpo,12,775.136571681677,32.39
2013,Pulpo,2,1840.29022800616,2.953
2013,Pulpo,3,3691.12653181751,1
2013,Pulpo del sur,10,1476.450612727,1
2013,Raya volantin,10,2067.03085781781,4.603
2013,Raya volantin,11,1414.93183719671,NA
2013,Reineta,10,1279.59053103007,5.938
2013,Reineta,3,2583.78857227226,NA
2013,Reineta,5,2436.14351099956,2
2013,Reineta,8,1214.38062896796,17.113
2013,Reineta,9,1309.54749998395,NA
2013,Robalo,8,957.583683111514,29.07
2013,Rococo,15,2091.63836802992,0.16
2013,Rollizo,2,1550.27314336335,0.023
2013,Rollizo,3,2436.14351099956,NA
2013,Rollizo,4,2805.25616418131,0.026
2013,Roncacho,15,2263.89093951474,0.26
2013,Sardina austral,10,121.068950243614,40
2013,Sardina comun,5,701.314041045327,2
2013,Sardina comun,8,138.786357596338,61.71
2013,Sargo,1,1476.450612727,0.04
2013,Sargo,15,3691.12653181751,0.03
2013,Sargo,2,1845.56326590876,0.028
2013,Sargo,3,2214.67591909051,NA
2013,Sierra,3,1722.52571484817,0.9
2013,Sierra,4,1476.450612727,0.535
2013,Sierra,5,1845.56326590876,1
2013,Sierra,6,1476.450612727,0.4
2013,Sierra,8,883.847083463206,51.73
2013,Sierra,9,295.290122545401,NA
2013,Taquilla,8,139.235712130647,133.62
2013,Tiburon o marrajo,1,2247.48593270666,4.33
2013,Tollo,15,1771.74073527241,0.06
2013,Tollo,3,2399.23224568138,NA
2013,Tomoyo,15,3691.12653181751,0.03
2013,Tomoyo,2,6274.91510408977,0.048
2013,Tumbao,10,494.610955263546,3.7
2013,Vieja o mulata,3,3454.89443378119,NA
2013,Vieja o mulata,4,4798.46449136276,0.019
2014,Acha,1,7382.25306363502,0.08
2014,Albacora o pez espada,1,3791.7936190489,16.052
2014,Albacora o pez espada,2,5536.68979772627,0.33
2014,Albacora o pez espada,5,2657.61110290861,18.6
2014,Albacora o pez espada,8,2293.41995176928,50
2014,Almeja,10,642.256016536247,4.4
2014,Almeja,12,435.454500713618,246.58
2014,Almeja,15,1476.450612727,0.33
2014,Almeja,2,2879.07869481766,0.305
2014,Almeja,8,635.725561903031,NA
2014,Anchoveta,8,139.457471511214,30.18
2014,Apanado,15,2952.90122545401,0.03
2014,Apanado,2,3552.70928687435,0.272
2014,Atun ojos grandes,5,1771.74073527241,0.2
2014,Azulejo,1,1476.450612727,4.35
2014,Azulejo,15,3100.54628672671,0.3
2014,Azulejo,2,3691.12653181751,0.03
2014,Bacaladillo,14,125.498302081795,29.16
2014,Bacalao de profundidad,12,10851.9120035435,12.3
2014,Bacalao de profundidad,5,10925.7345341798,2
2014,Bacalao de profundidad,8,9193.11678724347,2
2014,Blanquillo,8,750.529061469561,13.82
2014,Bonito,1,5413.65224666568,0.5
2014,Bonito,2,1476.450612727,0.045
2014,Breca o Bilagay,1,1886.57578292895,0.71
2014,Breca o Bilagay,2,3838.77159309021,0.072
2014,Breca o Bilagay,4,2214.67591909051,0.02
2014,Caballa,15,2214.67591909051,0.02
2014,Caballa,2,3568.08898075693,0.097
2014,Caballa,4,1181.1604901816,0.09
2014,Cabinza,1,4429.35183818101,0.003
2014,Cabinza,15,1476.450612727,0.01
2014,Cabinza,2,2460.75102121167,0.126
2014,Cabinza,4,959.692898272553,0.04
2014,Cabinza,8,885.870367636203,0.08
2014,Cabrilla ,15,2952.90122545401,0.02
2014,Cabrilla ,2,3358.92514395394,0.075
2014,Cabrilla ,8,541.365224666568,0.3
2014,Cabrilla comun,1,2277.95237392166,0.51
2014,Cabrilla comun,2,2214.67591909051,0.035
2014,Cabrilla comun,4,2214.67591909051,0.034
2014,Cabrilla comun,8,959.692898272553,0.41
2014,Caracol locate,15,1181.1604901816,0.04
2014,Caracol locate,2,738.225306363502,0.1
2014,Caracol trumulco,14,442.935183818101,0.8
2014,Centolla,11,2997.19474383582,NA
2014,Centolla,12,6367.06076540714,932.497
2014,Centolla,14,2952.90122545401,1
2014,Centollon,12,864.157858625511,94.55
2014,Chancharro,14,1218.07175549978,22.5
2014,Chascon o huiro negro,2,330.258689688935,129.135
2014,Chascon o huiro negro,5,369.112653181751,1
2014,Chascon o huiro negro,7,664.402775727152,1
2014,Chicorea de mar,8,317.436881736306,1.532
2014,Cholga,10,435.552930754466,5.2
2014,Cholga,15,2214.67591909051,0.08
2014,Cholga,2,1107.33795954525,0.06
2014,Cholga,8,951.387863575963,11.44
2014,Chorito,12,177.174073527241,19
2014,Chorito,14,487.228702199911,0.5
2014,Choro,1,1476.450612727,0.05
2014,Choro,10,516.757714454452,2.1
2014,Choro,14,664.402775727152,0.6
2014,Choro,15,1279.59053103007,0.34
2014,Choro,2,1063.04444116344,0.135
2014,Cochayuyo,14,118.11604901816,200
2014,Cochayuyo,5,516.757714454452,1
2014,Cochayuyo,7,738.225306363502,1
2014,Cochayuyo,8,221.467591909051,1
2014,Cojinoba del norte,1,11073.3795954525,0.87
2014,Cojinoba del norte,15,3691.12653181751,0.09
2014,Cojinoba del norte,2,4337.07367488558,1.059
2014,Cojinoba del norte,3,2509.96604163591,1
2014,Cojinoba del norte,4,2952.90122545401,0.015
2014,Cojinoba del norte,7,1476.450612727,0.05
2014,Cojinoba del norte,9,2425.59743519436,14
2014,Congrio colorado,1,3691.12653181751,0.05
2014,Congrio colorado,14,2952.90122545401,0.14
2014,Congrio colorado,2,4371.93431435274,1.111
2014,Congrio colorado,3,4134.06171563561,1
2014,Congrio colorado,4,5019.93208327181,0.394
2014,Congrio colorado,5,4798.46449136276,1.045
2014,Congrio colorado,7,2952.90122545401,0.035
2014,Congrio colorado,8,3248.66762239061,23.28
2014,Congrio colorado,9,3691.12653181751,11
2014,Congrio dorado,11,1210.68950243614,NA
2014,Congrio dorado,12,1946.23035314014,60
2014,Congrio dorado,14,2952.90122545401,0.3
2014,Congrio negro,1,2723.23113014092,0.945
2014,Congrio negro,2,3100.54628672671,0.18
2014,Congrio negro,5,1870.17077612087,1.027
2014,Congrio negro,7,2509.96604163591,0.118
2014,Congrio negro,8,2161.63306374439,31.75
2014,Corvina,14,2952.90122545401,0.13
2014,Corvina,2,5167.57714454452,0.01
2014,Corvina,3,3691.12653181751,1
2014,Corvina,4,3838.77159309021,0.032
2014,Corvina,7,2706.82612333284,1.82
2014,Corvina,8,3176.33741818003,20.485
2014,Corvina,9,2556.59079782729,19
2014,Culengue,2,693.931787981692,1.187
2014,Dorado de altura,1,2203.31860668491,24.795
2014,Dorado de altura,2,6749.48851532345,0.338
2014,Dorado de altura,3,3691.12653181751,1
2014,Erizo,10,354.348147054481,0.8
2014,Erizo,12,862.812607003402,4122.1
2014,Erizo,14,369.112653181751,0.2
2014,Huaiquil o corvinilla,14,1476.450612727,0.5
2014,Huepo o navaja de mar,12,864.953983955903,80.11
2014,Huepo o navaja de mar,14,885.870367636203,0.42
2014,Huepo o navaja de mar,8,1247.60076775432,68.44
2014,Huiro,14,885.870367636203,0.06
2014,Huiro,2,118.11604901816,1.25
2014,Huiro,5,177.174073527241,1
2014,Huiro palo,2,358.175981976366,75.48
2014,Jaiba,8,1599.48816378759,1.4
2014,Jaiba limon,5,1328.8055514543,1.76
2014,Jaiba limon,8,959.692898272553,0.05
2014,Jaiba marmola,11,256.164181308135,NA
2014,Jaiba marmola,8,1230.23770854865,28.62
2014,Jaiba marmola,9,1107.33795954525,14
2014,Jaiba peluda ,15,1181.1604901816,0.02
2014,Jaiba peluda ,2,1156.55297996949,0.031
2014,Jaiba peluda ,4,2140.85338845416,0.185
2014,Jaiba peluda ,8,1235.07827922415,27.51
2014,Jaiba reina,14,767.754318618042,0.03
2014,Jaiba reina,8,1333.38763956277,133.53
2014,Jaiba remadora,8,1082.04571861419,32.62
2014,Jerguilla,15,2952.90122545401,0.03
2014,Jerguilla,4,1771.74073527241,0.04
2014,Jibia o calamar rojo,4,169.791820463606,147.078
2014,Jibia o calamar rojo,5,411.296956402523,28.4
2014,Jibia o calamar rojo,8,180.054952771586,818.21
2014,Jurel,15,1722.52571484817,0.09
2014,Jurel,2,3956.88764210837,0.5
2014,Jurel,3,2952.90122545401,1
2014,Jurel,4,2116.24587824204,1.64
2014,Jurel,8,804.665583936217,5.9
2014,Lapa,14,959.692898272553,0.2
2014,Lapa,15,1796.34824548452,0.08
2014,Lapa,2,1040.22656805766,1.015
2014,Lapa,8,1476.450612727,0.35
2014,Lapa negra,14,738.225306363502,200
2014,Lapa negra,2,822.593912805045,0.913
2014,Lenguado de ojos chicos,14,4060.23918499926,0.28
2014,Lenguado de ojos chicos,2,4521.63000147645,0.186
2014,Lenguado de ojos chicos,3,4429.35183818101,1
2014,Lenguado de ojos chicos,4,6644.02775727152,0.323
2014,Lenguado de ojos chicos,5,7382.25306363502,1
2014,Lenguado de ojos chicos,7,4798.46449136276,1.008
2014,Lenguado de ojos chicos,8,4031.8913332349,6.15
2014,Lenguado de ojos chicos,9,3691.12653181751,14
2014,Lisa,14,2067.03085781781,0.07
2014,Lisa,15,2251.58718440868,0.13
2014,Lisa,4,2214.67591909051,0.06
2014,Lisa,7,2214.67591909051,1
2014,Loco,14,11073.3795954525,NA
2014,Luche,2,590.580245090802,0.006
2014,Luga cuchara o corta,14,627.491510408977,300.5
2014,Luga cuchara o corta,8,250.996604163591,0.25
2014,Luga Luga,5,664.402775727152,1
2014,Luga negra o crespa,11,236.232098036321,39.19
2014,Luga negra o crespa,14,369.112653181751,300
2014,Luga negra o crespa,7,1107.33795954525,1
2014,Luga negra o crespa,8,273.143363354496,0.35
2014,Luga roja,11,413.406171563561,11.82
2014,Marlin,1,1476.450612727,0.2
2014,Merluza comun,4,2416.01009355328,3.7
2014,Merluza comun,5,1919.38579654511,2.1
2014,Merluza comun,7,1097.4826517053,30.069
2014,Merluza comun,8,1072.54507988882,NA
2014,Merluza comun,9,664.402775727152,1
2014,Merluza del sur,10,1240.21851469068,7.4
2014,Merluza del sur,11,1358.33456370884,NA
2014,Merluza del sur,12,1646.03151167451,32.04
2014,Navajuela,14,738.225306363502,0.08
2014,Navajuela,8,825.04060239185,129.85
2014,Ostion del sur,12,1154.79530066862,152.92
2014,Palometa,15,2657.61110290861,1.11
2014,Pampanito,14,125.498302081795,0.52
2014,Pejegallo,14,1476.450612727,1.02
2014,Pejegallo,15,2768.34489886313,0.09
2014,Pejegallo,4,2067.03085781781,0.034
2014,Pejegallo,5,738.225306363502,1
2014,Pejegallo,7,1033.5154289089,0.3
2014,Pejegallo,8,1191.00349426645,24.183
2014,Pejegallo,9,1134.53573399022,19
2014,Pejeperro,1,2214.67591909051,0.075
2014,Pejeperro,2,3691.12653181751,0.169
2014,Pejerrata,5,1181.1604901816,0.01
2014,Pejerrey de mar,1,1476.450612727,1.96
2014,Pejerrey de mar,10,472.464196072641,2
2014,Pejerrey de mar,12,2460.75102121167,2.05
2014,Pejerrey de mar,14,590.580245090802,0.5
2014,Pejerrey de mar,15,1790.19636793149,0.18
2014,Pejerrey de mar,8,709.399365829308,97.01
2014,Pelillo,14,81.2047836999852,1.3
2014,Pelillo,8,103.35154289089,0.8
2014,Pepino de mar,14,369.112653181751,0.03
2014,Picoroco,8,604.00252338832,2.47
2014,Piure,14,295.290122545401,0.5
2014,Piure,15,1233.89086920757,0.425
2014,Piure,8,571.482677382702,35.395
2014,Pulpo,1,1550.27314336335,0.515
2014,Pulpo,15,1476.450612727,0.02
2014,Pulpo,2,1823.41650671785,1.761
2014,Raya volantin,11,1439.53934740883,NA
2014,Reineta,10,885.870367636203,18.5
2014,Reineta,14,295.290122545401,2
2014,Reineta,8,1329.86015903482,464.88
2014,Reineta,9,1230.37551060584,18
2014,Robalo,12,1476.450612727,6.15
2014,Robalo,14,1181.1604901816,1.29
2014,Robalo,7,1771.74073527241,1
2014,Robalo,8,1133.85938721831,8.208
2014,Rococo,15,2542.77605525206,0.27
2014,Rococo,2,1771.74073527241,0.07
2014,Rollizo,14,1181.1604901816,0.02
2014,Rollizo,2,2583.78857227226,0.032
2014,Rollizo,3,1181.1604901816,1
2014,Rollizo,8,885.870367636203,0.02
2014,Roncacho,15,2952.90122545401,0.12
2014,Sardina austral,10,118.11604901816,2
2014,Sardina austral,11,73.8225306363502,351.99
2014,Sardina comun,14,125.498302081795,21.5
2014,Sardina comun,8,470.450854328014,182.98
2014,Sardina comun,9,1476.450612727,1
2014,Sargo,15,3248.19134799941,0.095
2014,Sargo,2,6090.35877749889,0.041
2014,Sierra,14,1476.450612727,0.6
2014,Sierra,2,1845.56326590876,0.02
2014,Sierra,4,1476.450612727,0.06
2014,Sierra,5,1402.62808209065,1.1
2014,Sierra,8,1211.98139672228,22.8
2014,Sierra,9,310.831707942527,19
2014,Taquilla,8,145.614941680201,131.84
2014,Tiburon o marrajo,1,2889.62477062285,1.554
2014,Tiburon o marrajo,15,2952.90122545401,0.12
2014,Tiburon o marrajo,2,2362.32098036321,1.05
2014,Tiburon o marrajo,5,1476.450612727,1.2
2014,Tollo,2,1845.56326590876,0.015
2014,Tollo,3,1033.5154289089,1
2014,Tollo,7,1181.1604901816,0.01
2014,Tollo,9,1181.1604901816,14
2014,Vieja o mulata,2,4429.35183818101,0.016
2015,Albacora o pez espada,1,3912.59412372656,6.92
2015,Albacora o pez espada,15,3248.19134799941,5.77
2015,Albacora o pez espada,2,2746.19813967223,6.55
2015,Albacora o pez espada,5,2952.90122545401,NA
2015,Albacora o pez espada,8,4872.28702199911,42.226
2015,Almeja,10,524.139967518087,202.307
2015,Almeja,11,590.580245090802,NA
2015,Almeja,12,801.501761194659,9.33
2015,Almeja,15,964.035400074691,1.045
2015,Almeja,2,1172.95798677756,6.584
2015,Almeja,3,1476.450612727,2.53
2015,Almeja,4,1476.450612727,0.03
2015,Almeja,7,1476.450612727,0.001
2015,Almeja,8,536.891131900729,1.612
2015,Almeja,9,542.595600177174,19.49
2015,Anchoveta,8,223.615156436654,89.5
2015,Apanado,2,4043.20321639087,5.208
2015,Apanado,3,1771.74073527241,0.11
2015,Atun aleta amarilla,1,1476.450612727,0.65
2015,Atun aleta amarilla,15,2214.67591909051,0.2
2015,Atun aleta amarilla,5,1771.74073527241,NA
2015,Atun aleta amarilla,8,1328.8055514543,0.235
2015,Atun aleta larga,8,1254.98302081795,0.02
2015,Atun chauchera,8,1254.98302081795,0.08
2015,Atun ojos grandes,5,1771.74073527241,NA
2015,Azulejo,1,1360.44377886988,6.061
2015,Azulejo,15,2067.03085781781,1.28
2015,Azulejo,2,885.870367636203,1.15
2015,Bacalao de profundidad,10,11368.6697179979,2.24
2015,Bacalao de profundidad,5,13435.7005758157,NA
2015,Bacalao de profundidad,8,13041.9804124219,3
2015,Blanquillo,3,2509.96604163591,0.365
2015,Blanquillo,4,3691.12653181751,0.03
2015,Blanquillo,8,578.276489984743,2
2015,Bonito,12,2214.67591909051,0.06
2015,Bonito,15,2624.80108929245,0.31
2015,Bonito,2,1845.56326590876,0.603
2015,Bonito,3,206.703085781781,4.046
2015,Breca,15,295.290122545401,0.02
2015,Breca,3,738.225306363502,0.062
2015,Cabinza,15,2399.23224568138,0.11
2015,Cabinza,4,1476.450612727,0.04
2015,Cabinza,8,1476.450612727,0.028
2015,Cabrilla,15,2952.90122545401,0.03
2015,Cabrilla,2,2897.53432747675,2.012
2015,Cabrilla,4,2657.61110290861,0.012
2015,Cabrilla,8,738.225306363502,0.02
2015,Cabrilla comun,1,2460.75102121167,0.22
2015,Cabrilla comun,2,2465.6725232541,6.47
2015,Cabrilla comun,3,1771.74073527241,1.046
2015,Cabrilla comun,8,2214.67591909051,0.36
2015,Caracol locate,15,1624.09567399971,0.18
2015,Caracol locate,2,5167.57714454452,0.764
2015,Caracol tegula,3,369.112653181751,0.763
2015,Caracol tegula,4,738.225306363502,0.025
2015,Caracol trumulco,10,246.56725232541,1.65
2015,Centolla,10,3970.01164755483,66.778
2015,Centolla,11,3543.48147054481,NA
2015,Centolla,12,5816.26286536199,761.25
2015,Centollon,12,908.584992447387,113.51
2015,Chasca,8,442.935183818101,0.4
2015,Cholga,10,247.551552733894,2.73
2015,Cholga,11,207.374199696657,NA
2015,Cholga,12,544.514985973719,21.23
2015,Cholga,15,1476.450612727,0.005
2015,Cholga,2,1195.92499630887,1.25
2015,Cholga,3,2067.03085781781,0.8
2015,Cholga,6,590.580245090802,0.5
2015,Cholga,7,479.846449136276,1.65
2015,Cholga,8,979.378906442246,4.12
2015,Chorito,10,209.387541441284,18.56
2015,Chorito,11,206.703085781781,NA
2015,Chorito,12,507.160785471726,2.85
2015,Chorito,7,639.893695555884,0.001
2015,Chorito,9,442.935183818101,2.9
2015,Choro,10,595.501747133225,4.4
2015,Choro,11,206.703085781781,NA
2015,Choro,15,698.361139819873,1.69
2015,Choro,2,738.225306363502,2
2015,Choro,6,738.225306363502,0.45
2015,Choro,7,689.059500959693,0.001
2015,Choro,8,1771.74073527241,0.08
2015,Cochayuyo,8,329.740636842364,22.53
2015,Cojinoba del norte,1,4232.49175648408,0.266
2015,Cojinoba del norte,15,2952.90122545401,0.06
2015,Cojinoba del norte,2,2779.0491658054,6.765
2015,Cojinoba del norte,3,2509.96604163591,7.45
2015,Cojinoba del norte,4,4134.06171563561,0.04
2015,Cojinoba del norte,7,2608.39608248437,0.003
2015,Cojinoba del norte,8,1476.450612727,2
2015,Cojinoba del norte,9,1476.450612727,2
2015,Congrio colorado,1,5905.80245090802,0.16
2015,Congrio colorado,15,3691.12653181751,0.7
2015,Congrio colorado,2,4729.73316973582,13.339
2015,Congrio colorado,3,3075.93877651459,21.537
2015,Congrio colorado,4,5659.72734878685,0.358
2015,Congrio colorado,5,5536.68979772627,NA
2015,Congrio colorado,8,3864.22763813723,9.887
2015,Congrio dorado,10,2067.03085781781,13.806
2015,Congrio dorado,11,1599.48816378759,NA
2015,Congrio dorado,12,1807.83175025018,24.2
2015,Congrio dorado,5,5905.80245090802,NA
2015,Congrio negro,1,3198.97632757518,0.14
2015,Congrio negro,15,2952.90122545401,0.07
2015,Congrio negro,3,2952.90122545401,0.03
2015,Congrio negro,4,3691.12653181751,0.03
2015,Congrio negro,5,1964.81504616748,NA
2015,Congrio negro,8,2603.92198971853,15.8
2015,Corvina,1,4675.42694030218,0.143
2015,Corvina,15,5167.57714454452,0.03
2015,Corvina,2,3632.06850730843,2.23
2015,Corvina,3,3691.12653181751,1.736
2015,Corvina,4,4060.23918499926,0.16
2015,Corvina,5,3576.29148416097,NA
